fips,calibrated_score,has_enacted_restrictive,va_p_lower,va_p_upper,va_width,set_90,set_80,covered_90,covered_80
46102,0.058,0,0.0234,0.1,0.0766,none_supported,none_supported,1,1
46103,0.2909,0,0.1735,0.5294,0.3559,none_supported,atypical,1,0
46105,0.0179,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
46107,0.0187,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
46109,0.0386,0,0.0106,0.0682,0.0575,none_supported,none_supported,1,1
46111,0.021,0,0.0,0.0189,0.0189,none_supported,none_supported,1,1
46115,0.0296,0,0.0,0.033,0.033,none_supported,none_supported,1,1
46117,0.0218,0,0.0,0.0196,0.0196,none_supported,none_supported,1,1
46119,0.0145,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
46121,0.0487,0,0.0234,0.0761,0.0527,none_supported,none_supported,1,1
46123,0.0255,0,0.0,0.0263,0.0263,none_supported,none_supported,1,1
46125,0.0385,0,0.0,0.05,0.05,none_supported,none_supported,1,1
46127,0.0511,0,0.0106,0.0726,0.0619,none_supported,none_supported,1,1
46129,0.0268,0,0.0,0.03,0.03,none_supported,none_supported,1,1
46135,0.062,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
46137,0.0213,0,0.0,0.0204,0.0204,none_supported,none_supported,1,1
47001,0.1089,1,0.0889,0.2195,0.1306,none_supported,none_supported,0,0
47003,0.0871,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
47005,0.0493,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47007,0.0437,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47009,0.1262,0,0.1667,0.2589,0.0923,none_supported,none_supported,1,1
47011,0.1178,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
47013,0.0639,0,0.0465,0.0833,0.0368,none_supported,none_supported,1,1
47015,0.0469,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47017,0.0603,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47019,0.0863,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
47021,0.0872,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
47023,0.0509,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47025,0.0666,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47027,0.0364,0,0.0,0.0435,0.0435,none_supported,none_supported,1,1
47029,0.0662,0,0.0465,0.0833,0.0368,none_supported,none_supported,1,1
47031,0.0888,1,0.0743,0.1765,0.1022,none_supported,none_supported,0,0
47033,0.0467,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47035,0.0879,0,0.0743,0.1636,0.0894,none_supported,none_supported,1,1
47037,0.551,1,0.325,0.7143,0.3893,enacted_supported,atypical,1,0
47039,0.0382,0,0.0082,0.0685,0.0603,none_supported,none_supported,1,1
47041,0.0561,1,0.0106,0.0726,0.0619,none_supported,none_supported,0,0
47043,0.0849,0,0.0743,0.1667,0.0924,none_supported,none_supported,1,1
47045,0.0704,0,0.0465,0.0833,0.0368,none_supported,none_supported,1,1
47047,0.0789,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
47049,0.05,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47051,0.0759,0,0.0714,0.1212,0.0498,none_supported,none_supported,1,1
47053,0.0809,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
47055,0.0653,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47057,0.067,0,0.0465,0.08,0.0335,none_supported,none_supported,1,1
47059,0.0834,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
47061,0.0447,1,0.0106,0.0721,0.0615,none_supported,none_supported,0,0
47063,0.1028,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
47065,0.5292,1,0.2647,0.5652,0.3005,indeterminate,atypical,1,0
47067,0.0285,0,0.0,0.039,0.039,none_supported,none_supported,1,1
47069,0.0657,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
47071,0.0545,0,0.0106,0.0726,0.0619,none_supported,none_supported,1,1
47073,0.222,1,0.1735,0.3,0.1265,none_supported,atypical,0,0
47075,0.0632,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
47077,0.0544,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47079,0.0738,0,0.0571,0.1071,0.05,none_supported,none_supported,1,1
47081,0.0574,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
47083,0.0392,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
47085,0.052,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47087,0.0444,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47089,0.0882,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
47091,0.1613,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
47093,0.2376,1,0.1735,0.3,0.1265,none_supported,atypical,0,0
47095,0.0373,0,0.0,0.05,0.05,none_supported,none_supported,1,1
47097,0.0644,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47099,0.2121,0,0.1714,0.3,0.1286,none_supported,atypical,1,0
47101,0.0471,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47103,0.0677,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47105,0.0907,1,0.0743,0.1765,0.1022,none_supported,none_supported,0,0
47107,0.0821,0,0.0743,0.125,0.0507,none_supported,none_supported,1,1
47109,0.0534,0,0.0106,0.0732,0.0625,none_supported,none_supported,1,1
47111,0.0597,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47113,0.1258,0,0.1667,0.2589,0.0923,none_supported,none_supported,1,1
47115,0.064,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47117,0.0717,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
47119,0.1152,0,0.1304,0.2195,0.0891,none_supported,none_supported,1,1
47121,0.0448,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47123,0.0726,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
47125,0.228,0,0.1735,0.3,0.1265,none_supported,atypical,1,0
47127,0.0376,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
47129,0.0503,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47131,0.0588,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47133,0.0539,0,0.0106,0.0726,0.0619,none_supported,none_supported,1,1
47135,0.0336,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
47137,0.0301,0,0.0,0.039,0.039,none_supported,none_supported,1,1
47139,0.0476,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47141,0.1055,0,0.0743,0.1875,0.1132,none_supported,none_supported,1,1
47143,0.0648,0,0.0465,0.0833,0.0368,none_supported,none_supported,1,1
47145,0.0981,1,0.0743,0.1765,0.1022,none_supported,none_supported,0,0
47147,0.0967,1,0.0743,0.1765,0.1022,none_supported,none_supported,0,0
47149,0.1982,0,0.1735,0.2903,0.1169,none_supported,atypical,1,0
47151,0.0514,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47153,0.052,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47155,0.102,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
47157,0.771,1,0.5217,1.0,0.4783,enacted_supported,atypical,1,0
47159,0.0508,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47161,0.0464,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47163,0.1327,1,0.1707,0.2589,0.0882,none_supported,none_supported,0,0
47165,0.2587,1,0.1735,0.3333,0.1599,none_supported,atypical,0,0
47167,0.0896,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
47169,0.0463,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47171,0.0566,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47173,0.0565,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47175,0.0345,0,0.0,0.039,0.039,none_supported,none_supported,1,1
47177,0.0754,1,0.0661,0.1212,0.0551,none_supported,none_supported,0,0
47179,0.1438,1,0.1707,0.2589,0.0882,none_supported,none_supported,0,0
47181,0.0417,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
47183,0.0626,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47185,0.0567,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
47187,0.2388,0,0.1735,0.3,0.1265,none_supported,atypical,1,0
47189,0.1367,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
48001,0.0758,0,0.0741,0.1212,0.0471,none_supported,none_supported,1,1
48003,0.0406,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48005,0.1094,1,0.0889,0.2589,0.17,none_supported,none_supported,0,0
48007,0.0683,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48009,0.0305,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48011,0.0131,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48013,0.0755,0,0.0465,0.1212,0.0747,none_supported,none_supported,1,1
48015,0.0613,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48017,0.0297,0,0.0,0.0375,0.0375,none_supported,none_supported,1,1
48019,0.0491,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48021,0.1192,0,0.1304,0.2195,0.0891,none_supported,none_supported,1,1
48023,0.021,0,0.0,0.0196,0.0196,none_supported,none_supported,1,1
48025,0.0641,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48027,0.1943,1,0.1735,0.2903,0.1169,none_supported,atypical,0,0
48029,0.5699,0,0.325,0.7143,0.3893,enacted_supported,atypical,0,0
48031,0.0401,0,0.0106,0.0694,0.0588,none_supported,none_supported,1,1
48033,0.0085,0,0.0,0.0184,0.0184,none_supported,none_supported,1,1
48035,0.0466,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48037,0.1,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48039,0.1984,0,0.1714,0.2787,0.1073,none_supported,atypical,1,0
48041,0.1667,1,0.1714,0.2589,0.0875,none_supported,none_supported,0,0
48043,0.0313,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48045,0.0099,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48047,0.0429,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
48049,0.0589,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48051,0.0484,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48053,0.0774,0,0.0465,0.1176,0.0711,none_supported,none_supported,1,1
48055,0.0921,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48057,0.0539,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48059,0.035,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
48061,0.2209,1,0.1735,0.3,0.1265,none_supported,atypical,0,0
48063,0.0448,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48065,0.026,0,0.0,0.0267,0.0267,none_supported,none_supported,1,1
48067,0.055,0,0.0106,0.0738,0.0631,none_supported,none_supported,1,1
48069,0.0334,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48071,0.0772,0,0.0661,0.1212,0.0551,none_supported,none_supported,1,1
48073,0.0708,0,0.0465,0.0971,0.0506,none_supported,none_supported,1,1
48075,0.0269,0,0.0,0.0323,0.0323,none_supported,none_supported,1,1
48077,0.0322,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48079,0.0178,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48081,0.0186,0,0.0,0.0192,0.0192,none_supported,none_supported,1,1
48083,0.0298,0,0.0,0.0319,0.0319,none_supported,none_supported,1,1
48085,0.452,0,0.2623,0.5652,0.3029,none_supported,atypical,1,0
48087,0.015,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48089,0.0489,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48091,0.1467,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
48093,0.039,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
48095,0.0211,0,0.0,0.0192,0.0192,none_supported,none_supported,1,1
48097,0.0649,0,0.0234,0.0816,0.0582,none_supported,none_supported,1,1
48099,0.0976,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48101,0.0125,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48103,0.0243,0,0.0,0.025,0.025,none_supported,none_supported,1,1
48105,0.0182,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48107,0.029,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
48109,0.0153,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48111,0.028,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
48113,0.6512,0,0.3333,0.8,0.4667,enacted_supported,atypical,0,0
48115,0.0411,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
48117,0.0449,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48119,0.0312,0,0.0,0.0337,0.0337,none_supported,none_supported,1,1
48121,0.3358,0,0.2623,0.5294,0.2671,none_supported,atypical,1,0
48123,0.0482,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48125,0.0141,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48127,0.0389,0,0.0,0.0691,0.0691,none_supported,none_supported,1,1
48129,0.0172,0,0.0,0.0192,0.0192,none_supported,none_supported,1,1
48131,0.0378,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
48133,0.0384,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48135,0.1257,0,0.1667,0.2589,0.0923,none_supported,none_supported,1,1
48137,0.0091,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48139,0.2137,0,0.1735,0.3,0.1265,none_supported,atypical,1,0
48141,0.3049,0,0.25,0.5294,0.2794,none_supported,atypical,1,0
48143,0.0626,0,0.0234,0.0803,0.0569,none_supported,none_supported,1,1
48145,0.0497,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48147,0.0633,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48149,0.0546,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48151,0.0221,0,0.0,0.0236,0.0236,none_supported,none_supported,1,1
48153,0.026,0,0.0,0.0274,0.0274,none_supported,none_supported,1,1
48155,0.012,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48157,0.2883,0,0.25,0.5294,0.2794,none_supported,atypical,1,0
48159,0.0413,0,0.0082,0.0571,0.0489,none_supported,none_supported,1,1
48161,0.0497,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48163,0.048,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
48165,0.045,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48167,0.2105,0,0.1735,0.3,0.1265,none_supported,atypical,1,0
48169,0.0227,0,0.0,0.027,0.027,none_supported,none_supported,1,1
48171,0.0536,0,0.0106,0.0726,0.0619,none_supported,none_supported,1,1
48173,0.0112,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48175,0.0317,0,0.0,0.038,0.038,none_supported,none_supported,1,1
48177,0.0485,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48179,0.046,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48181,0.1216,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
48183,0.1319,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
48185,0.0563,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48187,0.1509,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
48189,0.0586,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48191,0.0176,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48193,0.0289,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48195,0.0233,0,0.0,0.0247,0.0247,none_supported,none_supported,1,1
48197,0.0229,0,0.0,0.0231,0.0231,none_supported,none_supported,1,1
48199,0.0734,0,0.0571,0.1053,0.0481,none_supported,none_supported,1,1
48201,0.5659,0,0.325,0.7143,0.3893,enacted_supported,atypical,0,0
48203,0.0875,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48205,0.023,0,0.0,0.0241,0.0241,none_supported,none_supported,1,1
48207,0.0234,0,0.0,0.0267,0.0267,none_supported,none_supported,1,1
48209,0.2006,0,0.1735,0.2787,0.1052,none_supported,atypical,1,0
48211,0.0197,0,0.0,0.0192,0.0192,none_supported,none_supported,1,1
48213,0.0877,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48215,0.2768,0,0.2,0.4375,0.2375,none_supported,atypical,1,0
48217,0.0629,1,0.0234,0.08,0.0566,none_supported,none_supported,0,0
48219,0.0513,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48221,0.0987,0,0.0743,0.1875,0.1132,none_supported,none_supported,1,1
48223,0.0608,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48225,0.0495,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48227,0.0637,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48229,0.0148,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48231,0.1058,0,0.0743,0.1786,0.1043,none_supported,none_supported,1,1
48233,0.0469,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48235,0.0138,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48237,0.0296,0,0.0,0.0357,0.0357,none_supported,none_supported,1,1
48239,0.0404,0,0.0082,0.0708,0.0626,none_supported,none_supported,1,1
48241,0.0577,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48243,0.0156,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48245,0.1754,0,0.1714,0.2742,0.1028,none_supported,atypical,1,0
48247,0.0338,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48249,0.0807,0,0.0465,0.125,0.0785,none_supported,none_supported,1,1
48251,0.1345,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
48253,0.049,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48255,0.0441,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48257,0.1441,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
48259,0.0777,0,0.0741,0.1212,0.0471,none_supported,none_supported,1,1
48261,0.0031,0,0.0,0.0183,0.0183,none_supported,none_supported,1,1
48263,0.0099,0,0.0,0.0186,0.0186,none_supported,none_supported,1,1
48265,0.0761,0,0.0465,0.1176,0.0711,none_supported,none_supported,1,1
48267,0.0226,0,0.0,0.0234,0.0234,none_supported,none_supported,1,1
48269,0.0046,0,0.0,0.0183,0.0183,none_supported,none_supported,1,1
48271,0.0206,0,0.0,0.02,0.02,none_supported,none_supported,1,1
48273,0.0691,0,0.0234,0.1143,0.0909,none_supported,none_supported,1,1
48275,0.0201,0,0.0,0.0204,0.0204,none_supported,none_supported,1,1
48277,0.0738,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
48279,0.0384,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
48281,0.0562,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48283,0.0326,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48285,0.0439,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48287,0.0457,1,0.0106,0.0721,0.0615,none_supported,none_supported,0,0
48289,0.0394,0,0.0082,0.0571,0.0489,none_supported,none_supported,1,1
48291,0.0944,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48293,0.0487,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48295,0.0191,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48297,0.0352,0,0.0,0.0435,0.0435,none_supported,none_supported,1,1
48299,0.0522,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48301,0.0031,0,0.0,0.0183,0.0183,none_supported,none_supported,1,1
48303,0.1742,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
48305,0.0257,0,0.0,0.0294,0.0294,none_supported,none_supported,1,1
48307,0.0288,0,0.0,0.0323,0.0323,none_supported,none_supported,1,1
48309,0.1676,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
48311,0.0088,0,0.0,0.0184,0.0184,none_supported,none_supported,1,1
48313,0.0404,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48315,0.036,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
48317,0.0253,0,0.0,0.026,0.026,none_supported,none_supported,1,1
48319,0.0236,0,0.0,0.0239,0.0239,none_supported,none_supported,1,1
48321,0.0633,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48323,0.0876,0,0.0743,0.15,0.0757,none_supported,none_supported,1,1
48325,0.0838,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48327,0.0158,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48329,0.1274,0,0.1667,0.2589,0.0923,none_supported,none_supported,1,1
48331,0.0641,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48333,0.0228,0,0.0,0.0244,0.0244,none_supported,none_supported,1,1
48335,0.0317,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48337,0.0456,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48339,0.253,0,0.1735,0.3333,0.1599,none_supported,atypical,1,0
48341,0.0447,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48343,0.0464,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48345,0.0115,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48347,0.0888,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48349,0.0926,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48351,0.0338,0,0.0,0.0526,0.0526,none_supported,none_supported,1,1
48353,0.0453,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48355,0.2119,0,0.1735,0.2903,0.1169,none_supported,atypical,1,0
48357,0.0323,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48359,0.0149,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48361,0.0999,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48363,0.0556,0,0.0106,0.0726,0.0619,none_supported,none_supported,1,1
48365,0.0531,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48367,0.1219,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
48369,0.0308,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48371,0.0376,0,0.0,0.0526,0.0526,none_supported,none_supported,1,1
48373,0.0755,0,0.0465,0.1139,0.0674,none_supported,none_supported,1,1
48375,0.114,0,0.1304,0.2195,0.0891,none_supported,none_supported,1,1
48377,0.0373,0,0.0,0.0417,0.0417,none_supported,none_supported,1,1
48379,0.0455,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48381,0.1196,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
48383,0.0174,0,0.0,0.0192,0.0192,none_supported,none_supported,1,1
48385,0.0197,0,0.0,0.0192,0.0192,none_supported,none_supported,1,1
48387,0.0375,0,0.0,0.0526,0.0526,none_supported,none_supported,1,1
48389,0.0379,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
48391,0.0323,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48393,0.0094,0,0.0,0.0185,0.0185,none_supported,none_supported,1,1
48395,0.0484,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48397,0.1478,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
48399,0.0329,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48401,0.0775,0,0.0661,0.1176,0.0515,none_supported,none_supported,1,1
48403,0.0362,0,0.0,0.0426,0.0426,none_supported,none_supported,1,1
48405,0.0356,0,0.0,0.04,0.04,none_supported,none_supported,1,1
48407,0.0571,0,0.0234,0.08,0.0566,none_supported,none_supported,1,1
48409,0.0969,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48411,0.0252,0,0.0,0.0263,0.0263,none_supported,none_supported,1,1
48413,0.0154,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48415,0.0408,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48417,0.0156,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48419,0.0507,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48421,0.018,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48423,0.1525,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
48425,0.0438,0,0.0082,0.0571,0.0489,none_supported,none_supported,1,1
48427,0.0948,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48429,0.0331,0,0.0,0.039,0.039,none_supported,none_supported,1,1
48431,0.0135,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48433,0.0142,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48435,0.0199,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48437,0.0296,0,0.0,0.0337,0.0337,none_supported,none_supported,1,1
48439,0.4765,0,0.2647,0.5652,0.3005,indeterminate,atypical,1,0
48441,0.1206,0,0.1304,0.2589,0.1285,none_supported,none_supported,1,1
48443,0.0098,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48445,0.0384,0,0.0,0.0526,0.0526,none_supported,none_supported,1,1
48447,0.0118,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48449,0.0698,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
48451,0.1036,0,0.0743,0.1852,0.1109,none_supported,none_supported,1,1
48453,0.5077,0,0.325,0.6,0.275,enacted_supported,atypical,0,0
48455,0.0431,0,0.0082,0.0708,0.0626,none_supported,none_supported,1,1
48457,0.048,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48459,0.067,0,0.0465,0.0833,0.0368,none_supported,none_supported,1,1
48461,0.0193,0,0.0,0.0187,0.0187,none_supported,none_supported,1,1
48463,0.0571,0,0.0234,0.0744,0.051,none_supported,none_supported,1,1
48465,0.0679,0,0.0234,0.1,0.0766,none_supported,none_supported,1,1
48467,0.0759,0,0.0661,0.1212,0.0551,none_supported,none_supported,1,1
48469,0.103,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48471,0.0989,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48473,0.098,0,0.0743,0.1765,0.1022,none_supported,none_supported,1,1
48475,0.0392,0,0.0106,0.0708,0.0601,none_supported,none_supported,1,1
48477,0.0725,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
48479,0.1621,0,0.1714,0.2589,0.0875,none_supported,none_supported,1,1
48481,0.0663,0,0.0234,0.0833,0.0599,none_supported,none_supported,1,1
48483,0.0199,0,0.0,0.0244,0.0244,none_supported,none_supported,1,1
48485,0.1388,0,0.1707,0.2589,0.0882,none_supported,none_supported,1,1
48487,0.04,0,0.0,0.0571,0.0571,none_supported,none_supported,1,1
48489,0.0642,0,0.0234,0.0875,0.0641,none_supported,none_supported,1,1
48491,0.2485,0,0.1735,0.3333,0.1599,none_supported,atypical,1,0
48493,0.0777,0,0.0741,0.1212,0.0471,none_supported,none_supported,1,1
48495,0.0321,0,0.0,0.0353,0.0353,none_supported,none_supported,1,1
48497,0.0806,0,0.0743,0.1636,0.0894,none_supported,none_supported,1,1
48499,0.0698,0,0.0465,0.0833,0.0368,none_supported,none_supported,1,1
48501,0.0288,0,0.0,0.0366,0.0366,none_supported,none_supported,1,1
48503,0.0397,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
48505,0.0439,0,0.0106,0.0721,0.0615,none_supported,none_supported,1,1
