fips,county_name,median_hh_income,population,land_sqmi,pop_density_sqmi,pct_bachelors_plus,acs_vintage,source
31061,"Franklin County, Nebraska",57692,2868,575.816,4.98,20.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31063,"Frontier County, Nebraska",68207,2562,974.655,2.63,26.1,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31065,"Furnas County, Nebraska",60625,4605,719.204,6.4,22.26,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31067,"Gage County, Nebraska",64426,21646,851.468,25.42,22.13,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31069,"Garden County, Nebraska",44777,1620,1704.826,0.95,20.71,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31071,"Garfield County, Nebraska",68611,1797,569.356,3.16,32.68,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31073,"Gosper County, Nebraska",79145,1929,458.199,4.21,28.81,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31075,"Grant County, Nebraska",69063,695,776.696,0.89,29.41,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31077,"Greeley County, Nebraska",58894,2211,569.826,3.88,18.45,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31079,"Hall County, Nebraska",67549,62431,546.53,114.23,21.11,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31081,"Hamilton County, Nebraska",79884,9438,542.03,17.41,29.58,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31083,"Harlan County, Nebraska",70536,3006,553.466,5.43,24.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31085,"Hayes County, Nebraska",60313,854,713.065,1.2,15.94,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31087,"Hitchcock County, Nebraska",52016,2601,709.951,3.66,19.77,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31089,"Holt County, Nebraska",67225,10093,2411.851,4.18,27.01,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31091,"Hooker County, Nebraska",45854,613,720.966,0.85,20.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31093,"Howard County, Nebraska",74508,6492,569.266,11.4,22.97,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31095,"Jefferson County, Nebraska",60568,7155,570.182,12.55,19.7,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31097,"Johnson County, Nebraska",59457,5263,376.086,13.99,18.98,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31099,"Kearney County, Nebraska",79167,6697,516.193,12.97,32.91,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31101,"Keith County, Nebraska",58132,8239,1062.063,7.76,21.35,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31103,"Keya Paha County, Nebraska",60313,939,772.876,1.21,25.71,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31105,"Kimball County, Nebraska",59438,3348,951.942,3.52,14.29,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31107,"Knox County, Nebraska",64821,8362,1108.235,7.55,19.68,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31109,"Lancaster County, Nebraska",72625,323673,837.56,386.45,41.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31111,"Lincoln County, Nebraska",64342,34122,2564.14,13.31,20.42,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31113,"Logan County, Nebraska",71650,812,570.698,1.42,26.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31115,"Loup County, Nebraska",60156,564,563.341,1.0,25.95,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31117,"McPherson County, Nebraska",61316,463,859.259,0.54,24.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31119,"Madison County, Nebraska",64637,35535,572.612,62.06,23.49,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31121,"Merrick County, Nebraska",62849,7696,487.794,15.78,17.56,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31123,"Morrill County, Nebraska",59773,4544,1423.706,3.19,21.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31125,"Nance County, Nebraska",65438,3342,441.595,7.57,18.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31127,"Nemaha County, Nebraska",60132,7035,407.301,17.27,29.16,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31129,"Nuckolls County, Nebraska",70201,4089,575.155,7.11,26.65,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31131,"Otoe County, Nebraska",81430,16075,615.615,26.11,27.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31133,"Pawnee County, Nebraska",54926,2539,431.075,5.89,20.38,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31135,"Perkins County, Nebraska",67500,2835,883.313,3.21,25.72,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31137,"Phelps County, Nebraska",65988,8983,539.765,16.64,26.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31139,"Pierce County, Nebraska",75938,7312,573.249,12.76,22.92,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31141,"Platte County, Nebraska",72335,34358,675.118,50.89,24.09,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31143,"Polk County, Nebraska",71771,5209,438.832,11.87,18.58,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31145,"Red Willow County, Nebraska",60000,10611,717.17,14.8,26.03,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31147,"Richardson County, Nebraska",55578,7797,551.841,14.13,22.38,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31149,"Rock County, Nebraska",57500,1335,1008.291,1.32,29.04,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31151,"Saline County, Nebraska",77027,14642,574.069,25.51,20.13,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31153,"Sarpy County, Nebraska",101402,194051,237.997,815.35,41.87,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31155,"Saunders County, Nebraska",89395,22761,748.668,30.4,30.3,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31157,"Scotts Bluff County, Nebraska",60960,35937,739.621,48.59,25.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31159,"Seward County, Nebraska",81122,17636,571.43,30.86,31.62,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31161,"Sheridan County, Nebraska",56900,5058,2440.17,2.07,21.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31163,"Sherman County, Nebraska",61935,2974,565.877,5.26,18.85,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31165,"Sioux County, Nebraska",54076,1197,2066.723,0.58,25.06,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31167,"Stanton County, Nebraska",78275,5835,427.633,13.64,22.35,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31169,"Thayer County, Nebraska",63095,4938,573.789,8.61,23.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31171,"Thomas County, Nebraska",72708,626,712.554,0.88,26.93,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31173,"Thurston County, Nebraska",64838,6666,393.592,16.94,20.25,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31175,"Valley County, Nebraska",58902,4094,568.09,7.21,27.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31177,"Washington County, Nebraska",90188,20989,389.928,53.83,36.51,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31179,"Wayne County, Nebraska",67687,9786,442.916,22.09,29.36,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31181,"Webster County, Nebraska",65197,3385,574.913,5.89,21.88,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31183,"Wheeler County, Nebraska",55893,785,575.183,1.36,29.59,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
31185,"York County, Nebraska",74058,14231,572.516,24.86,23.86,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32001,"Churchill County, Nevada",73268,25614,4950.157,5.17,18.61,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32003,"Clark County, Nevada",73845,2293764,7891.661,290.66,27.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32005,"Douglas County, Nevada",88018,49624,710.537,69.84,32.05,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32007,"Elko County, Nevada",83427,53852,17173.302,3.14,17.54,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32009,"Esmeralda County, Nevada",,962,3581.889,0.27,24.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32011,"Eureka County, Nevada",73095,1660,4175.688,0.4,18.13,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32013,"Humboldt County, Nevada",79946,17299,9640.792,1.79,19.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32015,"Lander County, Nevada",84474,5745,5519.247,1.04,16.57,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32017,"Lincoln County, Nevada",69496,4452,10633.386,0.42,18.99,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32019,"Lyon County, Nevada",73460,60630,2003.053,30.27,17.21,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32021,"Mineral County, Nevada",50584,4557,3751.283,1.21,11.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32023,"Nye County, Nevada",55975,53207,18181.914,2.93,12.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32027,"Pershing County, Nevada",72007,6505,6036.589,1.08,9.35,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32029,"Storey County, Nevada",96000,4139,263.8,15.69,31.63,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32031,"Washoe County, Nevada",85600,491770,6315.874,77.86,33.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32033,"White Pine County, Nevada",72294,8856,8886.665,1.0,14.15,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
32510,"Carson City, Nevada",71809,58364,144.534,403.81,24.51,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33001,"Belknap County, New Hampshire",87983,64300,401.847,160.01,32.57,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33003,"Carroll County, New Hampshire",82961,51259,931.864,55.01,38.79,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33005,"Cheshire County, New Hampshire",81001,76945,706.709,108.88,35.32,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33007,"Coos County, New Hampshire",58439,31386,1794.574,17.49,20.17,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33009,"Grafton County, New Hampshire",84021,91759,1708.599,53.7,44.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33011,"Hillsborough County, New Hampshire",100436,424732,876.53,484.56,40.62,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33013,"Merrimack County, New Hampshire",93944,155018,932.899,166.17,38.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33015,"Rockingham County, New Hampshire",113927,317163,695.391,456.09,44.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33017,"Strafford County, New Hampshire",86564,131743,367.47,358.51,38.49,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
33019,"Sullivan County, New Hampshire",75929,43529,537.876,80.93,30.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34001,"Atlantic County, New Jersey",76819,274704,555.578,494.45,31.16,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34003,"Bergen County, New Jersey",123715,954717,232.788,4101.23,52.62,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34005,"Burlington County, New Jersey",105271,464226,799.285,580.8,42.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34007,"Camden County, New Jersey",86384,524042,221.362,2367.35,35.28,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34009,"Cape May County, New Jersey",88046,95236,251.521,378.64,37.45,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34011,"Cumberland County, New Jersey",64499,152915,483.38,316.35,17.94,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34013,"Essex County, New Jersey",76712,854130,126.083,6774.35,37.89,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34015,"Gloucester County, New Jersey",102807,304504,322.008,945.64,35.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34017,"Hudson County, New Jersey",90032,710478,46.194,15380.31,47.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34019,"Hunterdon County, New Jersey",139453,129448,427.835,302.57,56.5,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34021,"Mercer County, New Jersey",96333,383286,224.478,1707.45,44.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34023,"Middlesex County, New Jersey",109028,861535,309.247,2785.91,45.13,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34025,"Monmouth County, New Jersey",122727,643615,468.204,1374.65,50.6,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34027,"Morris County, New Jersey",134929,510375,461.025,1107.04,57.25,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34029,"Ocean County, New Jersey",86411,646434,628.29,1028.88,33.7,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34031,"Passaic County, New Jersey",87137,518289,186.133,2784.51,30.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34033,"Salem County, New Jersey",78412,64973,331.861,195.78,23.98,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34035,"Somerset County, New Jersey",135960,346203,301.867,1146.87,57.35,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34037,"Sussex County, New Jersey",114316,145117,518.488,279.88,39.97,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34039,"Union County, New Jersey",100117,572549,102.766,5571.39,38.56,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
34041,"Warren County, New Jersey",99596,110238,356.541,309.19,36.43,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35001,"Bernalillo County, New Mexico",66514,674357,1161.245,580.72,37.44,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35003,"Catron County, New Mexico",46439,3685,6924.187,0.53,20.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35005,"Chaves County, New Mexico",52029,64446,6067.178,10.62,18.2,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35006,"Cibola County, New Mexico",51765,27059,4539.984,5.96,18.83,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35007,"Colfax County, New Mexico",52690,12336,3757.976,3.28,24.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35009,"Curry County, New Mexico",56259,47932,1405.524,34.1,21.29,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35011,"De Baca County, New Mexico",40804,1580,2323.107,0.68,8.32,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35013,"Doña Ana County, New Mexico",55663,221665,3808.179,58.21,31.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35015,"Eddy County, New Mexico",79605,61114,4176.347,14.63,19.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35017,"Grant County, New Mexico",45921,27856,3961.207,7.03,28.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35019,"Guadalupe County, New Mexico",40149,4379,3029.772,1.45,15.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35021,"Harding County, New Mexico",41250,748,2125.478,0.35,30.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35023,"Hidalgo County, New Mexico",49076,4097,3438.551,1.19,17.77,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35025,"Lea County, New Mexico",68750,73154,4391.552,16.66,15.28,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35027,"Lincoln County, New Mexico",51643,20227,4831.115,4.19,28.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35028,"Los Alamos County, New Mexico",143188,19374,109.123,177.54,68.25,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35029,"Luna County, New Mexico",37917,25420,2965.177,8.57,14.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35031,"McKinley County, New Mexico",44496,71172,5451.064,13.06,12.46,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35033,"Mora County, New Mexico",50178,4176,1926.249,2.17,25.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35035,"Otero County, New Mexico",52717,68235,6612.562,10.32,21.6,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35037,"Quay County, New Mexico",43698,8616,2873.955,3.0,20.41,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35039,"Rio Arriba County, New Mexico",53901,40165,5860.874,6.85,18.83,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35041,"Roosevelt County, New Mexico",52445,19002,2446.051,7.77,21.35,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35043,"Sandoval County, New Mexico",84053,151538,3710.194,40.84,33.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35045,"San Juan County, New Mexico",53020,121178,5517.232,21.96,16.65,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35047,"San Miguel County, New Mexico",47400,27036,4721.515,5.73,26.24,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35049,"Santa Fe County, New Mexico",74689,155175,1910.38,81.23,44.17,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35051,"Sierra County, New Mexico",37840,11511,4181.214,2.75,16.34,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35053,"Socorro County, New Mexico",47556,16308,6646.387,2.45,21.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35055,"Taos County, New Mexico",58908,34516,2202.373,15.67,37.06,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35057,"Torrance County, New Mexico",46250,15290,3345.213,4.57,14.87,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35059,"Union County, New Mexico",45319,4039,3825.05,1.06,18.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
35061,"Valencia County, New Mexico",58333,77382,1066.744,72.54,20.81,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36001,"Albany County, New York",83149,315374,522.888,603.14,45.15,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36003,"Allegany County, New York",61233,47027,1029.506,45.68,24.56,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36005,"Bronx County, New York",49036,1419250,42.176,33650.65,21.96,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36007,"Broome County, New York",61059,197738,705.651,280.22,30.59,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36009,"Cattaraugus County, New York",58248,76479,1308.183,58.46,20.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36011,"Cayuga County, New York",66583,75464,691.589,109.12,23.88,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36013,"Chautauqua County, New York",56507,126329,1060.41,119.13,25.1,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36015,"Chemung County, New York",63469,82805,407.333,203.29,26.89,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36017,"Chenango County, New York",62093,46685,893.443,52.25,19.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36019,"Clinton County, New York",69208,78961,1037.751,76.09,26.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36021,"Columbia County, New York",83619,61245,634.663,96.5,38.09,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36023,"Cortland County, New York",67527,46401,498.774,93.03,28.33,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36025,"Delaware County, New York",60226,44551,1442.596,30.88,26.7,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36027,"Dutchess County, New York",97273,297144,795.602,373.48,39.73,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36029,"Erie County, New York",71175,950044,1042.763,911.08,36.93,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36031,"Essex County, New York",70215,37077,1794.122,20.67,31.3,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36033,"Franklin County, New York",63747,47066,1629.296,28.89,23.77,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36035,"Fulton County, New York",62615,52787,495.46,106.54,21.16,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36037,"Genesee County, New York",72055,57943,492.976,117.54,23.61,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36039,"Greene County, New York",74011,47554,647.161,73.48,28.93,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36041,"Hamilton County, New York",68950,5102,1717.378,2.97,26.89,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36043,"Herkimer County, New York",68858,59932,1410.586,42.49,22.62,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36045,"Jefferson County, New York",64978,116130,1267.93,91.59,25.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36047,"Kings County, New York",78548,2646306,69.377,38143.85,41.33,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36049,"Lewis County, New York",68329,26618,1276.309,20.86,19.41,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36051,"Livingston County, New York",72464,61588,631.654,97.5,30.6,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36053,"Madison County, New York",73141,67572,654.85,103.19,28.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36055,"Monroe County, New York",74409,754068,656.944,1147.84,41.18,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36057,"Montgomery County, New York",62923,49461,403.111,122.7,20.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36059,"Nassau County, New York",143408,1388138,284.542,4878.5,48.71,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36061,"New York County, New York",104553,1627788,22.658,71841.65,64.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36063,"Niagara County, New York",67809,211341,522.348,404.6,27.16,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36065,"Oneida County, New York",68819,229645,1212.442,189.41,27.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36067,"Onondaga County, New York",74740,471611,778.393,605.88,38.13,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36069,"Ontario County, New York",79814,112405,644.076,174.52,37.17,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36071,"Orange County, New York",96497,403840,812.078,497.29,32.24,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36073,"Orleans County, New York",63838,39686,391.262,101.43,17.5,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36075,"Oswego County, New York",68461,117945,951.607,123.94,21.92,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36077,"Otsego County, New York",67086,59738,1001.738,59.63,33.85,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36079,"Putnam County, New York",127405,97988,230.252,425.57,43.54,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36081,"Queens County, New York",84961,2330124,108.724,21431.55,35.26,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36083,"Rensselaer County, New York",86663,160341,652.459,245.75,37.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36085,"Richmond County, New York",98290,492734,57.523,8565.86,35.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36087,"Rockland County, New York",110631,338936,173.685,1951.44,42.12,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
36089,"St. Lawrence County, New York",61900,107796,2679.526,40.23,24.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
