fips,county_name,median_hh_income,population,land_sqmi,pop_density_sqmi,pct_bachelors_plus,acs_vintage,source
05141,"Van Buren County, Arkansas",47266,15936,709.57,22.46,15.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
05143,"Washington County, Arkansas",66426,251863,941.45,267.53,34.61,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
05145,"White County, Arkansas",53435,77395,1033.966,74.85,19.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
05147,"Woodruff County, Arkansas",49982,6157,585.973,10.51,15.89,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
05149,"Yell County, Arkansas",58870,20195,930.386,21.71,14.32,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06001,"Alameda County, California",126240,1651949,737.459,2240.06,51.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06003,"Alpine County, California",110781,1695,738.34,2.3,42.11,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06005,"Amador County, California",81526,41029,594.585,69.0,22.44,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06007,"Butte County, California",68574,209470,1636.49,128.0,31.72,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06009,"Calaveras County, California",79877,45995,1020.016,45.09,22.19,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06011,"Colusa County, California",75149,21895,1150.679,19.03,14.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06013,"Contra Costa County, California",125727,1161458,716.896,1620.12,44.91,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06015,"Del Norte County, California",66780,27293,1006.202,27.12,20.97,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06017,"El Dorado County, California",106190,192299,1707.841,112.6,38.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06019,"Fresno County, California",71434,1012152,5958.383,169.87,23.85,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06021,"Glenn County, California",70487,28623,1313.968,21.78,16.48,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06023,"Humboldt County, California",61135,135418,3568.025,37.95,32.09,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06025,"Imperial County, California",56393,179319,4175.528,42.95,16.1,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06027,"Inyo County, California",72432,18803,10197.261,1.84,31.82,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06029,"Kern County, California",67660,910433,8134.673,111.92,18.57,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06031,"Kings County, California",68750,152830,1390.972,109.87,13.92,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06033,"Lake County, California",58738,68139,1255.082,54.29,17.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06035,"Lassen County, California",64395,31177,4541.369,6.87,13.21,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06037,"Los Angeles County, California",87760,9848406,4060.246,2425.57,35.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06039,"Madera County, California",75496,158790,2136.918,74.31,17.13,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06041,"Marin County, California",142785,258765,520.141,497.49,60.46,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06043,"Mariposa County, California",65378,17060,1448.84,11.77,30.86,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06045,"Mendocino County, California",64688,90709,3506.807,25.87,24.92,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06047,"Merced County, California",65044,285597,1938.004,147.37,14.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06049,"Modoc County, California",56648,8646,3948.233,2.19,23.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06051,"Mono County, California",86953,13169,3048.904,4.32,34.32,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06053,"Monterey County, California",94486,435834,3281.718,132.81,27.88,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06055,"Napa County, California",108970,136070,751.975,180.95,38.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06057,"Nevada County, California",84905,102452,957.76,106.97,39.46,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06059,"Orange County, California",113702,3164063,792.861,3990.69,43.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06061,"Placer County, California",114678,412435,1407.084,293.11,42.89,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06063,"Plumas County, California",64946,19607,2553.062,7.68,20.46,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06065,"Riverside County, California",89672,2449909,7209.253,339.83,25.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06067,"Sacramento County, California",88724,1584047,965.28,1641.02,33.28,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06069,"San Benito County, California",108289,66056,1388.652,47.57,22.39,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06071,"San Bernardino County, California",82184,2187816,20068.167,109.02,22.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06073,"San Diego County, California",102285,3282782,4210.46,779.67,42.09,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06075,"San Francisco County, California",141446,836321,46.7,17908.37,60.12,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06077,"San Joaquin County, California",88531,787416,1392.238,565.58,21.57,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06079,"San Luis Obispo County, California",93398,281486,3300.842,85.28,39.2,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06081,"San Mateo County, California",156000,745100,448.606,1660.92,53.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06083,"Santa Barbara County, California",95977,443975,2733.941,162.39,35.87,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06085,"Santa Clara County, California",159674,1903297,1291.084,1474.19,55.87,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06087,"Santa Cruz County, California",109266,266021,445.106,597.66,43.56,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06089,"Shasta County, California",71931,181554,3775.651,48.09,23.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06091,"Sierra County, California",60000,2731,953.168,2.87,24.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06093,"Siskiyou County, California",55499,43834,6278.767,6.98,23.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06095,"Solano County, California",99994,450824,821.736,548.62,28.37,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06097,"Sonoma County, California",102840,485642,1575.337,308.28,37.85,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06099,"Stanislaus County, California",79661,552250,1496.15,369.11,19.14,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06101,"Sutter County, California",75450,98971,602.696,164.21,20.21,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06103,"Tehama County, California",61834,65520,2949.137,22.22,18.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06105,"Trinity County, California",53498,15886,3179.268,5.0,18.05,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06107,"Tulare County, California",69489,475774,4823.899,98.63,15.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06109,"Tuolumne County, California",72259,54873,2220.911,24.71,23.94,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06111,"Ventura County, California",107327,838259,1840.775,455.38,35.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06113,"Yolo County, California",88818,217782,1012.988,214.99,44.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
06115,"Yuba County, California",73313,83079,632.006,131.45,17.9,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08001,"Adams County, Colorado",91387,524408,1166.74,449.46,28.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08003,"Alamosa County, Colorado",51445,16515,722.645,22.85,29.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08005,"Arapahoe County, Colorado",97215,655709,797.884,821.81,45.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08007,"Archuleta County, Colorado",76524,13730,1350.088,10.17,40.71,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08009,"Baca County, Colorado",40380,3460,2554.993,1.35,24.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08011,"Bent County, Colorado",49194,5524,1512.847,3.65,14.17,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08013,"Boulder County, Colorado",102772,328317,726.385,451.99,63.91,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08014,"Broomfield County, Colorado",121025,75110,32.968,2278.27,58.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08015,"Chaffee County, Colorado",70909,19876,1013.408,19.61,45.42,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08017,"Cheyenne County, Colorado",67768,1732,1778.276,0.97,24.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08019,"Clear Creek County, Colorado",96667,9358,395.073,23.69,56.26,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08021,"Conejos County, Colorado",47209,7536,1287.428,5.85,23.28,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08023,"Costilla County, Colorado",36519,3571,1227.593,2.91,27.85,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08025,"Crowley County, Colorado",47563,5734,787.428,7.28,12.66,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08027,"Custer County, Colorado",72700,5073,738.626,6.87,35.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08029,"Delta County, Colorado",58330,31353,1142.125,27.45,25.68,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08031,"Denver County, Colorado",91681,713734,153.074,4662.67,55.65,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08033,"Dolores County, Colorado",70490,2385,1067.17,2.23,24.71,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08035,"Douglas County, Colorado",145737,368283,840.888,437.97,60.93,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08037,"Eagle County, Colorado",103174,55374,1684.47,32.87,50.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08039,"Elbert County, Colorado",129477,27152,1850.086,14.68,35.17,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08041,"El Paso County, Colorado",87470,736008,2126.416,346.13,41.12,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08043,"Fremont County, Colorado",61027,49394,1533.835,32.2,21.04,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08045,"Garfield County, Colorado",86172,62034,2947.425,21.05,33.41,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08047,"Gilpin County, Colorado",88654,5877,150.023,39.17,48.38,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08049,"Grand County, Colorado",84558,15794,1846.447,8.55,41.78,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08051,"Gunnison County, Colorado",77358,17158,3239.14,5.3,59.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08053,"Hinsdale County, Colorado",64327,939,1117.231,0.84,47.05,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08055,"Huerfano County, Colorado",52139,6946,1591.033,4.37,27.06,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08057,"Jackson County, Colorado",41809,1422,1613.726,0.88,27.54,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08059,"Jefferson County, Colorado",107800,579715,764.383,758.41,50.75,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08061,"Kiowa County, Colorado",56389,1356,1767.809,0.77,20.63,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08063,"Kit Carson County, Colorado",59810,7015,2160.822,3.25,18.44,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08065,"Lake County, Colorado",93655,7411,376.919,19.66,46.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08067,"La Plata County, Colorado",85296,56088,1689.682,33.19,47.26,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08069,"Larimer County, Colorado",91364,363561,2595.747,140.06,51.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08071,"Las Animas County, Colorado",50408,14392,4772.938,3.02,17.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08073,"Lincoln County, Colorado",54257,5561,2577.73,2.16,25.72,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08075,"Logan County, Colorado",55074,21067,1838.599,11.46,18.91,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08077,"Mesa County, Colorado",71485,157316,3328.721,47.26,30.63,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08079,"Mineral County, Colorado",52455,799,875.76,0.91,54.53,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08081,"Moffat County, Colorado",70975,13258,4743.244,2.8,21.0,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08083,"Montezuma County, Colorado",63005,26204,2029.349,12.91,30.81,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08085,"Montrose County, Colorado",66072,43272,2240.946,19.31,28.27,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08087,"Morgan County, Colorado",75407,29186,1280.485,22.79,17.57,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08089,"Otero County, Colorado",54897,18460,1261.946,14.63,18.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08091,"Ouray County, Colorado",84556,5024,540.671,9.29,53.96,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08093,"Park County, Colorado",95450,17739,2193.51,8.09,38.83,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08095,"Phillips County, Colorado",60372,4491,687.928,6.53,25.65,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08097,"Pitkin County, Colorado",100318,17119,970.701,17.64,63.97,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08099,"Prowers County, Colorado",57601,11931,1638.407,7.28,18.84,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08101,"Pueblo County, Colorado",62250,168726,2386.591,70.7,25.02,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08103,"Rio Blanco County, Colorado",72620,6518,3220.971,2.02,26.59,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08105,"Rio Grande County, Colorado",62166,11394,911.956,12.49,31.11,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08107,"Routt County, Colorado",104803,24990,2362.02,10.58,52.12,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08109,"Saguache County, Colorado",54283,6511,3168.566,2.05,30.71,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08111,"San Juan County, Colorado",73889,690,387.516,1.78,47.23,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08113,"San Miguel County, Colorado",80117,8026,1286.725,6.24,65.21,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08115,"Sedgwick County, Colorado",52833,2346,548.041,4.28,27.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08117,"Summit County, Colorado",106255,30857,608.328,50.72,52.47,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08119,"Teller County, Colorado",80666,24774,557.141,44.47,37.83,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08121,"Washington County, Colorado",65164,4839,2518.084,1.92,24.88,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08123,"Weld County, Colorado",93287,340711,3984.958,85.5,31.96,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
08125,"Yuma County, Colorado",60051,9921,2364.399,4.2,25.97,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
09110,"Capitol Planning Region, Connecticut",91541,969029,1027.349,943.23,41.49,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
09120,"Greater Bridgeport Planning Region, Connecticut",87135,326296,140.181,2327.68,41.66,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
09130,"Lower Connecticut River Valley Planning Region, Connecticut",101117,174983,424.115,412.58,45.45,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
09140,"Naugatuck Valley Planning Region, Connecticut",86365,452303,412.784,1095.74,33.79,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
09150,"Northeastern Connecticut Planning Region, Connecticut",87564,95829,553.895,173.01,26.16,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
09160,"Northwest Hills Planning Region, Connecticut",91035,112848,786.642,143.46,39.39,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
09170,"South Central Connecticut Planning Region, Connecticut",86266,566803,367.169,1543.71,41.07,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
09180,"Southeastern Connecticut Planning Region, Connecticut",84185,279025,598.135,466.49,34.64,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
09190,"Western Connecticut Planning Region, Connecticut",124553,621232,532.127,1167.45,55.05,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
10001,"Kent County, Delaware",72872,185043,586.061,315.74,26.74,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
10003,"New Castle County, Delaware",89901,573030,426.337,1344.08,39.22,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
10005,"Sussex County, Delaware",78162,247799,936.146,264.7,32.57,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
11001,"District of Columbia, District of Columbia",106287,672079,61.126,10994.98,63.56,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12001,"Alachua County, Florida",59659,281751,875.645,321.76,47.67,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12003,"Baker County, Florida",70833,28186,585.23,48.16,15.34,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12005,"Bay County, Florida",70188,181368,758.598,239.08,28.04,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12007,"Bradford County, Florida",59740,27888,293.966,94.87,14.99,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12009,"Brevard County, Florida",75817,620533,1014.97,611.38,33.54,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12011,"Broward County, Florida",74534,1946127,1202.909,1617.85,35.8,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12013,"Calhoun County, Florida",46901,13593,567.336,23.96,13.1,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12015,"Charlotte County, Florida",66154,195083,681.118,286.42,25.31,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12017,"Citrus County, Florida",55355,158693,581.912,272.71,20.4,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12019,"Clay County, Florida",86094,223436,604.598,369.56,28.69,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12021,"Collier County, Florida",86173,387681,1996.848,194.15,39.54,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12023,"Columbia County, Florida",55070,70755,797.377,88.73,16.35,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12027,"DeSoto County, Florida",50868,34719,636.695,54.53,10.98,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12029,"Dixie County, Florida",47655,16952,705.035,24.04,8.09,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12031,"Duval County, Florida",68447,1007189,762.617,1320.7,33.09,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12033,"Escambia County, Florida",65715,323275,656.994,492.05,28.93,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12035,"Flagler County, Florida",72923,121710,486.191,250.33,30.44,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12037,"Franklin County, Florida",62734,12418,544.999,22.79,25.29,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12039,"Gadsden County, Florida",46047,43642,516.375,84.52,20.08,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12041,"Gilchrist County, Florida",61070,18494,349.695,52.89,14.52,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12043,"Glades County, Florida",38905,12324,806.822,15.27,12.71,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
12045,"Gulf County, Florida",67361,14772,553.461,26.69,24.49,ACS5 2023 (2019-2023),api.census.gov acs/acs5 + 2023 Gazetteer
