fips,raw_oof_score,calibrated_score,score_decile,has_enacted_restrictive
19081,0.0474,0.0423,4,0
19083,0.0568,0.0535,5,0
19085,0.0518,0.0481,4,0
19087,0.0652,0.0619,6,1
19089,0.0445,0.0413,3,0
19091,0.0451,0.0381,3,0
19093,0.0405,0.0369,3,0
19095,0.0592,0.054,5,0
19097,0.0556,0.0486,4,1
19099,0.0725,0.0694,6,0
19101,0.0849,0.0792,7,0
19103,0.2622,0.2705,10,1
19105,0.0617,0.0584,5,1
19107,0.041,0.0341,2,0
19109,0.0492,0.046,4,0
19111,0.0748,0.07,6,0
19113,0.4457,0.483,10,1
19115,0.045,0.0413,3,0
19117,0.0395,0.0363,3,0
19119,0.0481,0.043,4,0
19121,0.1073,0.1039,8,0
19123,0.0654,0.0606,5,0
19125,0.0944,0.0905,7,0
19127,0.0809,0.0763,7,0
19129,0.0686,0.0654,6,0
19131,0.0489,0.0418,3,1
19133,0.0406,0.0374,3,0
19135,0.0417,0.0368,3,0
19137,0.0456,0.041,3,0
19139,0.0884,0.0842,7,0
19141,0.0532,0.0499,4,0
19143,0.0331,0.029,2,0
19145,0.0505,0.0454,4,0
19147,0.0435,0.039,3,0
19149,0.0672,0.0622,6,0
19151,0.0365,0.0322,2,0
19153,0.513,0.5568,10,0
19155,0.2251,0.2423,10,0
19157,0.0682,0.0651,6,0
19159,0.0371,0.0334,2,0
19161,0.046,0.0409,3,0
19163,0.2992,0.3104,10,0
19165,0.0488,0.0418,3,1
19167,0.087,0.0815,7,0
19169,0.2041,0.2169,9,1
19171,0.0519,0.0468,4,1
19173,0.0323,0.0282,2,0
19175,0.0537,0.0501,4,0
19177,0.0388,0.0357,3,0
19179,0.0774,0.0743,7,0
19181,0.2071,0.2206,9,0
19183,0.0681,0.0631,6,0
19185,0.0348,0.0282,2,0
19187,0.0741,0.0677,6,0
19189,0.054,0.0507,5,0
19191,0.0715,0.0666,6,0
19193,0.1159,0.1125,8,1
19195,0.0404,0.0335,2,0
19197,0.0529,0.0493,4,0
20001,0.0554,0.0521,5,0
20003,0.0399,0.0363,3,0
20005,0.0648,0.058,5,0
20007,0.037,0.0333,2,0
20009,0.0691,0.0659,6,0
20011,0.0601,0.0568,5,1
20013,0.0438,0.0368,3,1
20015,0.1159,0.1136,8,0
20017,0.0313,0.0273,2,0
20019,0.03,0.0271,2,0
20021,0.0634,0.06,5,0
20023,0.0273,0.023,1,0
20025,0.0301,0.0257,1,0
20027,0.0457,0.0407,3,0
20029,0.0464,0.0414,3,0
20031,0.0443,0.0398,3,0
20033,0.0218,0.0164,1,0
20035,0.0777,0.073,6,0
20037,0.105,0.1013,8,0
20039,0.0312,0.0249,1,0
20041,0.06,0.0549,5,0
20043,0.0461,0.0415,3,0
20045,0.2321,0.2375,10,1
20047,0.0287,0.0259,1,0
20049,0.0265,0.0223,1,0
20051,0.1175,0.1151,8,0
20053,0.04,0.0356,3,0
20055,0.073,0.0666,6,0
20057,0.0733,0.0685,6,0
20059,0.0793,0.0763,7,0
20061,0.0939,0.0899,7,0
20063,0.0263,0.023,1,0
20065,0.0298,0.0259,1,0
20067,0.0481,0.0444,4,0
20069,0.0409,0.0364,3,0
20071,0.0278,0.024,1,0
20073,0.033,0.0289,2,0
20075,0.0268,0.0234,1,0
20077,0.0371,0.0328,2,0
20079,0.0995,0.0954,7,1
20081,0.0342,0.0295,2,0
20083,0.0257,0.023,1,0
20085,0.0547,0.0514,5,0
20087,0.068,0.0631,6,0
20089,0.0272,0.0245,1,0
20091,0.5279,0.5553,10,1
20093,0.0276,0.0238,1,0
20095,0.0432,0.0395,3,1
20097,0.0297,0.0268,2,0
20099,0.064,0.0607,5,0
20101,0.0246,0.021,1,0
20103,0.1552,0.1555,9,0
20105,0.031,0.0265,1,0
20107,0.0505,0.0469,4,0
20109,0.0301,0.0272,2,0
20111,0.0833,0.0787,7,1
20113,0.0902,0.086,7,1
20115,0.0576,0.0525,5,1
20117,0.0437,0.0392,3,0
20119,0.0327,0.0262,1,0
20121,0.1021,0.0986,8,0
20123,0.04,0.0332,2,0
20125,0.0768,0.0721,6,0
20127,0.0436,0.0386,3,0
20129,0.0253,0.0195,1,0
20131,0.0589,0.0554,5,0
20133,0.0611,0.0542,5,0
20135,0.028,0.0237,1,0
20137,0.0361,0.0324,2,0
20139,0.0567,0.0532,5,0
20141,0.0309,0.0264,1,0
20143,0.0414,0.0383,3,0
20145,0.0375,0.0339,2,0
20147,0.0352,0.031,2,0
20149,0.0893,0.0849,7,0
20151,0.0503,0.0433,4,0
20153,0.0247,0.0212,1,0
20155,0.0911,0.0892,7,0
20157,0.0367,0.0324,2,0
20159,0.0494,0.0448,4,0
20161,0.1755,0.1787,9,1
20163,0.039,0.0353,3,0
20165,0.0299,0.027,2,0
20167,0.0372,0.0324,2,0
20169,0.1088,0.1067,8,1
20171,0.0472,0.0421,3,0
20173,0.246,0.2615,10,1
20175,0.0551,0.05,4,0
20177,0.1883,0.1909,9,0
20179,0.0279,0.0252,1,0
20181,0.0396,0.0352,3,0
20183,0.0343,0.0313,2,0
20185,0.0353,0.0323,2,0
20187,0.0278,0.0235,1,0
20189,0.0327,0.0298,2,0
20191,0.0676,0.0608,6,0
20193,0.0497,0.0426,4,0
20195,0.0347,0.03,2,0
20197,0.0452,0.0415,3,0
20199,0.0211,0.0178,1,0
20201,0.0376,0.0345,2,0
20203,0.024,0.0205,1,0
20205,0.0468,0.0397,3,0
20207,0.0345,0.0315,2,0
20209,0.1746,0.1777,9,0
21001,0.0601,0.0531,5,0
21003,0.0608,0.0557,5,0
21005,0.0846,0.0823,7,0
21007,0.045,0.0413,3,0
21009,0.081,0.0764,7,1
21011,0.0495,0.0444,4,0
21013,0.0602,0.0532,5,0
21015,0.1912,0.2014,9,0
21017,0.0724,0.0676,6,0
21019,0.1029,0.099,8,1
21021,0.0989,0.0946,7,0
21023,0.0461,0.0429,4,0
21025,0.0487,0.0455,4,0
21027,0.0547,0.0512,5,1
21029,0.1143,0.1118,8,0
21031,0.0407,0.037,3,1
21033,0.0495,0.0448,4,0
21035,0.1026,0.0986,8,0
21037,0.1921,0.2025,9,0
21039,0.036,0.0313,2,0
21041,0.0461,0.0415,3,0
21043,0.1308,0.1295,8,0
21045,0.0481,0.0449,4,0
21047,0.0961,0.0919,7,0
21049,0.1773,0.1839,9,0
21051,0.0571,0.0523,5,0
21053,0.0489,0.0442,4,0
21055,0.0401,0.0364,3,0
21057,0.0374,0.0331,2,0
21059,0.1317,0.1291,8,1
21061,0.0434,0.0397,3,0
21063,0.0341,0.0295,2,0
21065,0.0491,0.0458,4,0
21067,0.4685,0.4925,10,1
21069,0.055,0.0517,5,0
21071,0.0826,0.0796,7,0
21073,0.1253,0.1243,8,0
21075,0.0419,0.0374,3,0
21077,0.0502,0.0465,4,0
21079,0.0612,0.0561,5,0
21081,0.0677,0.0644,6,0
21083,0.072,0.0672,6,0
21085,0.0615,0.0566,5,0
21087,0.0475,0.0428,4,0
21089,0.0805,0.0775,7,0
21091,0.0915,0.0888,7,1
21093,0.1282,0.1254,8,0
21095,0.0591,0.0522,5,0
21097,0.0636,0.0603,5,0
21099,0.0505,0.0458,4,0
21101,0.084,0.0817,7,0
21103,0.0544,0.0508,5,0
21105,0.0325,0.0295,2,0
21107,0.088,0.0837,7,0
21109,0.0442,0.0405,3,0
21111,0.4501,0.4879,10,0
21113,0.1316,0.1332,8,0
21115,0.0649,0.0616,6,0
21117,0.218,0.2228,9,0
21119,0.0521,0.047,4,0
21121,0.0663,0.0615,6,0
21123,0.0565,0.0532,5,0
21125,0.0896,0.0844,7,0
21127,0.0517,0.0481,4,0
21129,0.0371,0.0334,2,0
21131,0.0399,0.0362,3,0
21133,0.058,0.0547,5,0
21135,0.0428,0.0383,3,0
21137,0.0651,0.0619,6,0
21139,0.0403,0.0359,3,0
21141,0.0634,0.0586,5,0
21143,0.0457,0.0387,3,0
21145,0.148,0.1504,9,0
21147,0.0454,0.0417,3,0
21149,0.0462,0.0425,4,0
21151,0.1531,0.1564,9,0
21153,0.0454,0.0422,3,0
21155,0.0554,0.0521,5,0
21157,0.0789,0.0742,7,0
21159,0.0451,0.0406,3,0
21161,0.1328,0.1346,8,0
21163,0.0726,0.0697,6,1
21165,0.0351,0.0285,2,0
21167,0.146,0.1481,9,1
21169,0.0446,0.0395,3,0
21171,0.0463,0.043,4,0
21173,0.0818,0.0773,7,0
21175,0.0525,0.0455,4,0
21177,0.0643,0.0593,5,0
21179,0.092,0.0877,7,0
21181,0.0386,0.0342,2,0
21183,0.0569,0.0536,5,0
21185,0.3154,0.3279,10,1
21187,0.0476,0.0425,4,0
21189,0.0298,0.0269,2,0
21191,0.054,0.0489,4,0
21193,0.0646,0.0595,5,0
21195,0.0788,0.0741,6,0
21197,0.0566,0.0533,5,0
21199,0.0896,0.0843,7,0
21201,0.0276,0.0239,1,0
21203,0.0535,0.0499,4,0
21205,0.0846,0.0817,7,0
21207,0.0583,0.0532,5,0
21209,0.1317,0.1316,8,0
21211,0.1131,0.1104,8,0
21213,0.1294,0.1308,8,1
21215,0.0748,0.072,6,0
21217,0.0776,0.0729,6,0
21219,0.0481,0.0448,4,0
21221,0.0543,0.0507,5,0
21223,0.0477,0.044,4,0
21225,0.0453,0.0402,3,0
21227,0.166,0.1658,9,0
21229,0.0515,0.0445,4,0
21231,0.0542,0.0491,4,0
21233,0.0477,0.0427,4,0
21235,0.0811,0.0781,7,0
21237,0.0333,0.0268,2,0
21239,0.1171,0.1173,8,1
22001,0.078,0.0719,6,0
22003,0.0508,0.0438,4,0
22005,0.1608,0.1616,9,0
22007,0.0592,0.0544,5,0
22009,0.0607,0.0558,5,0
22011,0.0653,0.0585,5,0
22013,0.042,0.0371,3,0
22015,0.1341,0.1344,8,0
22017,0.154,0.1549,9,1
22019,0.1481,0.148,9,0
22021,0.0374,0.0331,2,0
22023,0.0285,0.0251,1,0
22025,0.0367,0.03,2,0
22027,0.0407,0.0338,2,0
22029,0.0538,0.0502,4,0
22031,0.0561,0.0526,5,0
22033,0.3097,0.3227,10,0
22035,0.0339,0.0309,2,0
22037,0.0577,0.0542,5,0
22039,0.0611,0.0563,5,0
22041,0.0551,0.0515,5,0
22043,0.0531,0.0484,4,0
22045,0.0864,0.082,7,0
22047,0.0641,0.0572,5,0
22049,0.0475,0.0405,3,0
22051,0.2572,0.2813,10,0
22053,0.0629,0.0581,5,0
22055,0.2297,0.2479,10,0
22057,0.1022,0.0982,8,0
22059,0.0468,0.0418,3,0
22061,0.1178,0.1181,8,0
22063,0.1277,0.125,8,0
22065,0.038,0.0313,2,0
22067,0.0533,0.0463,4,0
22069,0.075,0.0719,6,0
22071,0.3033,0.3149,10,1
22073,0.1554,0.1558,9,0
22075,0.0604,0.0571,5,0
22077,0.0553,0.052,5,0
22079,0.1149,0.1124,8,0
22081,0.0364,0.0322,2,0
22083,0.1676,0.1731,9,0
22085,0.0511,0.044,4,0
22087,0.0807,0.0761,7,0
22089,0.1105,0.1069,8,0
22091,0.0416,0.0347,2,0
22093,0.0676,0.0628,6,0
22095,0.0882,0.0838,7,0
22097,0.0881,0.0861,7,0
22099,0.0746,0.0698,6,0
22101,0.0737,0.0673,6,0
22103,0.2089,0.2195,9,0
22105,0.1241,0.125,8,0
22107,0.027,0.0233,1,0
22109,0.0988,0.0944,7,0
22111,0.0525,0.0492,4,0
22113,0.0762,0.0699,6,0
22115,0.0725,0.066,6,0
22117,0.0704,0.0638,6,0
22119,0.0641,0.0609,6,0
22121,0.0862,0.0806,7,0
22123,0.0427,0.039,3,0
22125,0.0601,0.055,5,0
22127,0.044,0.0395,3,0
23001,0.2877,0.298,10,0
23003,0.2435,0.2586,10,0
23005,0.3863,0.4044,10,1
23007,0.0923,0.0883,7,0
23009,0.1331,0.132,8,0
23011,0.1797,0.1878,9,0
23013,0.1447,0.143,9,1
23015,0.1371,0.1349,8,1
23017,0.0987,0.0974,8,0
23019,0.1511,0.154,9,1
23021,0.0536,0.05,4,0
23023,0.1524,0.1527,9,0
23025,0.0771,0.0724,6,0
23027,0.1247,0.1234,8,0
23029,0.0783,0.0722,6,0
23031,0.3634,0.3798,10,1
24001,0.0983,0.0958,8,0
24003,0.3794,0.4089,10,0
24005,0.5528,0.6015,10,1
24009,0.1594,0.1587,9,0
24011,0.0725,0.0661,6,0
24013,0.1897,0.1923,9,1
24015,0.1356,0.1376,8,0
24017,0.2997,0.333,10,0
24019,0.0651,0.0583,5,0
24021,0.3559,0.3717,10,1
24023,0.0685,0.0654,6,0
24025,0.2256,0.2384,10,0
24027,0.4105,0.4664,10,1
24029,0.0872,0.0829,7,0
24031,0.6109,0.6605,10,1
24033,0.538,0.6122,10,1
24035,0.1215,0.1183,8,0
24037,0.161,0.1626,9,0
24039,0.0623,0.0572,5,0
24041,0.1223,0.1209,8,0
24043,0.1365,0.1357,8,0
24045,0.1354,0.1331,8,0
24047,0.1081,0.1061,8,0
24510,0.4405,0.4773,10,0
25001,0.2759,0.2856,10,0
25003,0.1726,0.1787,9,0
25005,0.2863,0.2965,10,0
25007,0.1478,0.1481,9,0
25009,0.4048,0.4596,10,0
25011,0.149,0.1524,9,1
25013,0.5174,0.5616,10,1
25015,0.2416,0.2482,10,0
25017,0.5582,0.5869,10,1
25019,0.168,0.1692,9,0
25021,0.4612,0.4887,10,0
25023,0.3106,0.3311,10,0
25025,0.5001,0.5305,10,0
25027,0.3179,0.343,10,0
26001,0.0485,0.0449,4,0
26003,0.0419,0.0374,3,0
26005,0.137,0.1362,8,1
26007,0.0695,0.0645,6,0
26009,0.0952,0.0905,7,0
26011,0.0563,0.0527,5,0
26013,0.0376,0.0332,2,0
26015,0.1105,0.1101,8,0
26017,0.1307,0.1297,8,0
26019,0.0902,0.0882,7,0
26021,0.3074,0.3311,10,1
26023,0.0852,0.0829,7,0
26025,0.1369,0.1361,8,0
26027,0.0975,0.0961,8,1
26029,0.0979,0.0965,8,1
26031,0.0726,0.0696,6,0
26033,0.0722,0.069,6,1
26035,0.0664,0.0614,6,0
26037,0.1416,0.1412,9,0
26039,0.055,0.0517,5,0
26041,0.0735,0.0687,6,0
26043,0.0743,0.0714,6,0
26045,0.1866,0.1911,9,0
26047,0.1218,0.1202,8,0
26049,0.2342,0.2446,10,1
26051,0.0659,0.0591,5,0
26053,0.0534,0.0486,4,0
26055,0.1746,0.1751,9,0
26057,0.0834,0.0811,7,0
26059,0.0899,0.0857,7,0
26061,0.1023,0.0983,8,1
26063,0.0673,0.0623,6,0
26065,0.4216,0.4593,10,1
26067,0.0966,0.0928,7,0
26069,0.0689,0.0658,6,0
26071,0.0455,0.0423,4,0
26073,0.1244,0.123,8,0
26075,0.1527,0.1566,9,0
26077,0.4182,0.4555,10,1
26079,0.1174,0.115,8,0
26081,0.4941,0.5363,10,1
26083,0.0445,0.0413,3,0
26085,0.0457,0.042,3,0
26087,0.1136,0.1118,8,0
26089,0.1297,0.1287,8,0
26091,0.1197,0.1175,8,0
26093,0.3748,0.407,10,1
26095,0.0358,0.0292,2,0
26097,0.0487,0.045,4,0
26099,0.4425,0.4795,10,1
26101,0.0759,0.0711,6,0
26103,0.1172,0.1174,8,0
26105,0.0843,0.082,7,0
26107,0.0904,0.0852,7,1
26109,0.0615,0.0582,5,0
26111,0.1605,0.1621,9,0
26113,0.0555,0.0522,5,0
26115,0.3089,0.3219,10,1
26117,0.0924,0.088,7,0
26119,0.0434,0.0389,3,0
26121,0.1586,0.1628,9,0
26123,0.0863,0.0835,7,0
26125,0.6503,0.7018,10,1
26127,0.0748,0.0719,6,0
26129,0.0604,0.0556,5,0
26131,0.0314,0.0251,1,0
26133,0.0632,0.0599,5,0
26135,0.0412,0.038,3,0
26137,0.082,0.0761,7,0
26139,0.2452,0.2519,10,1
26141,0.053,0.0494,4,0
26143,0.0689,0.0622,6,0
26145,0.1501,0.1536,9,1
26147,0.1404,0.1384,8,0
26149,0.0982,0.0938,7,0
26151,0.0721,0.0689,6,0
26153,0.0421,0.0372,3,0
26155,0.1061,0.1053,8,0
26157,0.0844,0.0815,7,1
26159,0.111,0.1081,8,0
26161,0.6967,0.728,10,1
26163,0.4978,0.5674,10,1
26165,0.082,0.0761,7,0
27001,0.0422,0.0373,3,0
27003,0.2504,0.2629,10,0
27005,0.0706,0.0674,6,0
27007,0.0776,0.0729,6,0
27009,0.086,0.0804,7,0
27011,0.0321,0.0292,2,0
27013,0.1148,0.113,8,1
27015,0.0669,0.0619,6,0
27017,0.073,0.0682,6,0
27019,0.2382,0.2491,10,1
27021,0.0611,0.0563,5,0
27023,0.0446,0.0376,3,0
27025,0.0971,0.093,7,0
27027,0.1157,0.1133,8,0
27029,0.0351,0.0321,2,0
27031,0.048,0.0444,4,0
27033,0.0467,0.0421,3,0
27035,0.0982,0.0941,7,0
27037,0.3547,0.3844,10,1
27039,0.0724,0.0676,6,0
27041,0.086,0.0815,7,0
27043,0.0474,0.0427,4,0
27045,0.0568,0.0517,5,0
27047,0.0622,0.0574,5,0
27049,0.0884,0.0831,7,0
27051,0.0336,0.0294,2,0
27053,0.503,0.5732,10,1
27055,0.0648,0.0615,6,0
27057,0.065,0.0617,6,0
27059,0.0774,0.0727,6,0
27061,0.0686,0.0637,6,0
27063,0.0443,0.0398,3,0
27065,0.0488,0.0437,4,0
27067,0.0831,0.0773,7,0
27069,0.0318,0.0283,2,0
27071,0.0353,0.0306,2,0
27073,0.0355,0.0313,2,0
27075,0.0399,0.0367,3,0
27077,0.0256,0.0229,1,0
27079,0.075,0.0686,6,0
27081,0.037,0.0322,2,0
27083,0.0688,0.0622,6,0
27085,0.0718,0.0669,6,0
27087,0.0291,0.0256,1,0
27089,0.0343,0.0307,2,0
27091,0.0578,0.053,5,0
27093,0.0591,0.0543,5,0
27095,0.0598,0.0547,5,0
27097,0.0609,0.0575,5,0
27099,0.077,0.0722,6,0
27101,0.041,0.0341,2,0
27103,0.0965,0.0919,7,0
27105,0.0546,0.0498,4,0
27107,0.0335,0.0305,2,0
27109,0.235,0.2407,10,0
27111,0.0826,0.078,7,0
27113,0.0467,0.0421,3,0
27115,0.0533,0.0481,4,0
27117,0.0441,0.0404,3,0
27119,0.0661,0.0612,6,0
27121,0.0473,0.0437,4,0
27123,0.387,0.4175,10,0
27125,0.0285,0.0224,1,0
27127,0.0469,0.0419,3,0
27129,0.0435,0.0385,3,0
27131,0.113,0.1102,8,1
27133,0.0479,0.0443,4,0
27135,0.0422,0.039,3,0
27137,0.1465,0.1466,9,0
27139,0.2016,0.2078,9,0
27141,0.1319,0.1293,8,0
27143,0.0495,0.0462,4,0
27145,0.1302,0.1275,8,1
27147,0.0897,0.0853,7,0
27149,0.0506,0.0473,4,0
27151,0.0412,0.0343,2,0
27153,0.0515,0.0444,4,0
27155,0.0251,0.0215,1,0
27157,0.0678,0.0646,6,0
27159,0.047,0.0437,4,0
27161,0.0591,0.0556,5,0
27163,0.2627,0.2804,10,0
27165,0.0445,0.0399,3,0
27167,0.0346,0.0304,2,0
27169,0.1,0.0987,8,0
27171,0.1516,0.1546,9,1
27173,0.0386,0.0338,2,0
28001,0.0705,0.0657,6,0
28003,0.0756,0.0693,6,0
28005,0.0379,0.0348,3,0
28007,0.0489,0.0456,4,0
28009,0.0355,0.0313,2,0
28011,0.0742,0.0714,6,0
28013,0.0434,0.0389,3,0
28015,0.0419,0.0374,3,0
28017,0.0489,0.0438,4,0
28019,0.0419,0.0374,3,0
28021,0.0436,0.0391,3,0
28023,0.0471,0.0438,4,0
28025,0.0589,0.0541,5,0
28027,0.1214,0.1198,8,0
28029,0.0644,0.0576,5,0
28031,0.0556,0.0523,5,0
28033,0.2846,0.3146,10,0
28035,0.1254,0.1225,8,0
28037,0.037,0.0303,2,0
28039,0.0618,0.0549,5,0
28041,0.0425,0.0375,3,0
28043,0.069,0.0641,6,0
28045,0.0922,0.0872,7,0
28047,0.167,0.1668,9,0
28049,0.3027,0.3151,10,1
28051,0.0455,0.0423,4,0
28053,0.0425,0.038,3,0
28055,0.014,0.0115,1,0
28057,0.0593,0.056,5,0
28059,0.1375,0.1382,8,0
28061,0.0461,0.041,3,0
28063,0.0392,0.0356,3,0
28065,0.0432,0.0395,3,0
28067,0.0934,0.0891,7,0
28069,0.0387,0.0356,3,0
28071,0.1374,0.1396,8,0
28073,0.1252,0.1241,8,0
28075,0.1882,0.1898,9,0
28077,0.0443,0.0397,3,0
28079,0.0584,0.0536,5,0
28081,0.1272,0.1243,8,0
28083,0.0674,0.0625,6,0
28085,0.0721,0.0656,6,0
28087,0.1047,0.1014,8,0
28089,0.4299,0.4892,10,0
28091,0.0563,0.0515,5,0
28093,0.0632,0.0599,5,0
28095,0.0662,0.0611,6,0
28097,0.0474,0.0437,4,0
28099,0.0641,0.0609,6,0
28101,0.0576,0.0506,5,0
28103,0.0358,0.0291,2,0
28105,0.1456,0.1457,9,0
28107,0.064,0.0591,5,0
28109,0.0789,0.0743,7,0
28111,0.0372,0.0304,2,0
28113,0.0771,0.0724,6,0
28115,0.0686,0.0637,6,0
28117,0.0651,0.0619,6,0
28119,0.0348,0.0301,2,0
28121,0.2928,0.311,10,0
28123,0.0571,0.052,5,0
28125,0.0292,0.0264,1,0
28127,0.0616,0.0584,5,0
28129,0.0452,0.0419,3,0
28131,0.0526,0.0455,4,0
28133,0.0593,0.0545,5,0
28135,0.0396,0.0347,3,0
28137,0.0724,0.0675,6,0
28139,0.0582,0.0534,5,0
28141,0.0574,0.0541,5,0
28143,0.0423,0.0391,3,0
28145,0.0672,0.0604,5,0
28147,0.0476,0.043,4,0
28149,0.1803,0.1884,9,0
28151,0.0776,0.0729,6,0
28153,0.0524,0.0491,4,0
28155,0.0462,0.043,4,0
28157,0.0347,0.0317,2,0
28159,0.0532,0.0481,4,0
28161,0.0415,0.0383,3,0
28163,0.0532,0.0499,4,0
29001,0.0931,0.0913,7,0
29003,0.0748,0.072,6,0
29005,0.0384,0.0316,2,0
29007,0.0612,0.0563,5,0
29009,0.0655,0.0604,5,0
29011,0.0478,0.0407,3,0
29013,0.0519,0.0483,4,0
29015,0.0574,0.0526,5,0
29017,0.0423,0.0373,3,0
29019,0.2792,0.2992,10,1
29021,0.127,0.1258,8,0
29023,0.0773,0.0742,7,0
29025,0.0534,0.0486,4,0
29027,0.0897,0.0853,7,0
29029,0.1824,0.1897,9,1
29031,0.1428,0.1424,9,0
29033,0.0434,0.0402,3,0
29035,0.0327,0.0286,2,0
29037,0.2648,0.2828,10,0
29039,0.0567,0.0516,5,0
29041,0.041,0.0373,3,0
29043,0.151,0.1539,9,0
29045,0.036,0.033,2,0
29047,0.4485,0.5109,10,0
29049,0.0739,0.0708,6,0
29051,0.1622,0.1671,9,0
29053,0.0647,0.0614,6,0
29055,0.0571,0.0524,5,0
29057,0.0398,0.033,2,0
29059,0.0564,0.0529,5,0
29061,0.0429,0.038,3,0
29063,0.0476,0.0406,3,0
29065,0.0525,0.0474,4,0
29067,0.0448,0.0378,3,0
29069,0.0651,0.06,5,0
29071,0.3114,0.3246,10,1
29073,0.0551,0.05,4,0
29075,0.0413,0.0376,3,0
29077,0.2181,0.2264,9,0
29079,0.0464,0.0394,3,0
29081,0.0419,0.0382,3,0
29083,0.0601,0.0567,5,0
29085,0.0394,0.035,3,0
29087,0.0364,0.0316,2,0
29089,0.0589,0.0556,5,0
29091,0.0765,0.0737,6,0
29093,0.0453,0.0421,3,0
29095,0.5011,0.5439,10,1
29097,0.359,0.377,10,0
29099,0.3013,0.3205,10,0
29101,0.1077,0.1039,8,0
29103,0.0314,0.0268,2,0
29105,0.0715,0.0667,6,0
29107,0.0821,0.0762,7,0
29109,0.0763,0.0732,6,0
29111,0.0465,0.0414,3,0
29113,0.0964,0.0921,7,0
29115,0.0502,0.0469,4,0
29117,0.0548,0.0515,5,0
29119,0.0613,0.0579,5,0
29121,0.0528,0.0495,4,0
29123,0.0491,0.0459,4,0
29125,0.0417,0.0372,3,0
29127,0.0869,0.0824,7,0
29129,0.0315,0.027,2,0
29131,0.0705,0.0673,6,0
29133,0.0493,0.0446,4,0
29135,0.0571,0.0523,5,0
29137,0.0418,0.0386,3,0
29139,0.1403,0.1428,9,0
29141,0.0584,0.0551,5,0
29143,0.0504,0.0433,4,0
29145,0.1031,0.1022,8,0
29147,0.135,0.1369,8,0
29149,0.0392,0.0343,2,0
29151,0.0594,0.0561,5,0
29153,0.038,0.0332,2,0
29155,0.0515,0.0482,4,0
29157,0.068,0.063,6,0
29159,0.0814,0.0789,7,0
29161,0.1087,0.1055,8,0
29163,0.056,0.049,4,0
29165,0.2909,0.3223,10,0
29167,0.077,0.0742,7,0
29169,0.1114,0.1085,8,0
29171,0.0354,0.0324,2,0
29173,0.0489,0.0452,4,0
29175,0.066,0.061,6,0
29177,0.0645,0.0612,6,0
29179,0.0331,0.0266,1,0
29181,0.0413,0.0364,3,0
29183,0.4631,0.5278,10,1
