opposed_project_id,opposed_project_name,opposed_state,opposed_lifecycle_outcome,opposed_decided,opposed_capacity_mw,opposed_county_margin_2024,control_rank,control_universe_id,control_name,control_source,control_state,control_capacity_mw,control_county_margin_2024,match_distance,match_basis,match_relaxation,match_scope
prj_87,Westfield Data Center Campus,MA,pending,no,,0.0889,1,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5079,margin,national+caliper,national_fallback
prj_87,Westfield Data Center Campus,MA,pending,no,,0.0889,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5236,margin,national+caliper,national_fallback
prj_87,Westfield Data Center Campus,MA,pending,no,,0.0889,3,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,1.5297,margin,national+caliper,national_fallback
prj_88,Holyoke Data Center,MA,pending,no,20.0,0.0889,1,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5079,margin,national+caliper,national_fallback
prj_88,Holyoke Data Center,MA,pending,no,20.0,0.0889,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5236,margin,national+caliper,national_fallback
prj_88,Holyoke Data Center,MA,pending,no,20.0,0.0889,3,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,1.5297,margin,national+caliper,national_fallback
prj_89,Everett Docklands Data Center,MA,pending,no,,0.3945,1,prj_83,Piney Reach Data Center Development,proposals_unopposed,MD,,0.4071,1.5126,margin,national+caliper,national_fallback
prj_89,Everett Docklands Data Center,MA,pending,no,,0.3945,2,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5214,margin,national+caliper,national_fallback
prj_89,Everett Docklands Data Center,MA,pending,no,,0.3945,3,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5798,margin,national+caliper,national_fallback
prj_90,Project Mitten / The Barn,MI,advanced_confirmed,yes,1400.0,0.4442,1,prj_83,Piney Reach Data Center Development,proposals_unopposed,MD,,0.4071,1.5371,margin,national+caliper,national_fallback
prj_90,Project Mitten / The Barn,MI,advanced_confirmed,yes,1400.0,0.4442,2,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5711,margin,national+caliper,national_fallback
prj_90,Project Mitten / The Barn,MI,advanced_confirmed,yes,1400.0,0.4442,3,atl_00023,Hewlett-Packard,atlas,GA,,0.4486,2.2044,margin,national+caliper,national_fallback
prj_91,Project Cannoli,MI,pending,no,1000.0,0.2897,1,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5250,margin,national+caliper,national_fallback
prj_91,Project Cannoli,MI,pending,no,1000.0,0.2897,2,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5313,margin,national+caliper,national_fallback
prj_91,Project Cannoli,MI,pending,no,1000.0,0.2897,3,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5732,margin,national+caliper,national_fallback
prj_92,32 Mile Road Technical Campus,MI,pending,no,,-0.1369,1,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,1.5151,margin,national+caliper,national_fallback
prj_92,32 Mile Road Technical Campus,MI,pending,no,,-0.1369,2,prj_149,Brookhaven National Laboratory Data Center,proposals_unopposed,NY,,-0.0997,1.5372,margin,national+caliper,national_fallback
prj_92,32 Mile Road Technical Campus,MI,pending,no,,-0.1369,3,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,1.5431,margin,national+caliper,national_fallback
prj_93,Microsoft Gaines Township Data Center,MI,pending,no,,0.0537,1,atl_00659,Unknown,atlas,MI,,0.0420,0.7117,margin,state+tercile+caliper,in_state
prj_93,Microsoft Gaines Township Data Center,MI,pending,no,,0.0537,2,prj_246,Dauphin Highlands Golf Course sold for Data Center,proposals_unopposed,PA,,0.0592,1.5055,margin,national+caliper,national_fallback
prj_93,Microsoft Gaines Township Data Center,MI,pending,no,,0.0537,3,prj_272,South Hanover Township Data Center,proposals_unopposed,PA,,0.0592,1.5055,margin,national+caliper,national_fallback
prj_94,Rocklocker Kalkaska Data Center,MI,blocked_confirmed,yes,,-0.4287,1,prj_188,Aurum Capital Ventures Bismarck,proposals_unopposed,ND,,-0.4323,1.5036,margin,national+caliper,national_fallback
prj_94,Rocklocker Kalkaska Data Center,MI,blocked_confirmed,yes,,-0.4287,2,prj_211,Akron Data Center Expansion,proposals_unopposed,OH,,-0.4240,1.5047,margin,national+caliper,national_fallback
prj_94,Rocklocker Kalkaska Data Center,MI,blocked_confirmed,yes,,-0.4287,3,prj_130,White Cloud Acres,proposals_unopposed,MO,600.0,-0.4374,1.5087,margin,national+caliper,national_fallback
prj_95,Ypsilanti University of Michigan × Los Alamos Supercomputing Research Center,MI,pending,no,,0.4442,1,prj_83,Piney Reach Data Center Development,proposals_unopposed,MD,,0.4071,1.5371,margin,national+caliper,national_fallback
prj_95,Ypsilanti University of Michigan × Los Alamos Supercomputing Research Center,MI,pending,no,,0.4442,2,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5711,margin,national+caliper,national_fallback
prj_95,Ypsilanti University of Michigan × Los Alamos Supercomputing Research Center,MI,pending,no,,0.4442,3,atl_00023,Hewlett-Packard,atlas,GA,,0.4486,2.2044,margin,national+caliper,national_fallback
prj_96,Project Cherry Blossom,MI,pending,no,,-0.2713,1,prj_6,AUBix + Core Scientific Data Center,proposals_unopposed,AL,16.0,-0.2782,1.5069,margin,national+caliper,national_fallback
prj_96,Project Cherry Blossom,MI,pending,no,,-0.2713,2,prj_319,Sequitor Edge Rapid City,proposals_unopposed,SD,2.0,-0.2644,1.5069,margin,national+caliper,national_fallback
prj_96,Project Cherry Blossom,MI,pending,no,,-0.2713,3,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,1.5129,margin,national+caliper,national_fallback
prj_97,Project Ironwood,MI,pending,no,,-0.2713,1,prj_6,AUBix + Core Scientific Data Center,proposals_unopposed,AL,16.0,-0.2782,1.5069,margin,national+caliper,national_fallback
prj_97,Project Ironwood,MI,pending,no,,-0.2713,2,prj_319,Sequitor Edge Rapid City,proposals_unopposed,SD,2.0,-0.2644,1.5069,margin,national+caliper,national_fallback
prj_97,Project Ironwood,MI,pending,no,,-0.2713,3,prj_302,TECfusions “Keystone Connect” AI Campus,proposals_unopposed,PA,336.0,-0.2842,1.5129,margin,national+caliper,national_fallback
prj_98,Project Flex,MI,pending,no,,0.1059,1,atl_00659,Unknown,atlas,MI,,0.0420,0.7639,margin,state+tercile+caliper,in_state
prj_98,Project Flex,MI,pending,no,,0.1059,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5066,margin,national+caliper,national_fallback
prj_98,Project Flex,MI,pending,no,,0.1059,3,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5091,margin,national+caliper,national_fallback
prj_99,Deep Green Lansing Data Center,MI,blocked_confirmed,yes,24.0,0.2971,1,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5176,margin,national+caliper,national_fallback
prj_99,Deep Green Lansing Data Center,MI,blocked_confirmed,yes,24.0,0.2971,2,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5387,margin,national+caliper,national_fallback
prj_99,Deep Green Lansing Data Center,MI,blocked_confirmed,yes,24.0,0.2971,3,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5760,margin,national+caliper,national_fallback
prj_100,Pavilion Township Data Center,MI,blocked_confirmed,yes,,0.1773,1,prj_244,Springdale AI Data Center Redevelopment,proposals_unopposed,PA,180.0,0.2031,1.5258,margin,national+caliper,national_fallback
prj_100,Pavilion Township Data Center,MI,blocked_confirmed,yes,,0.1773,2,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5258,margin,national+caliper,national_fallback
prj_100,Pavilion Township Data Center,MI,blocked_confirmed,yes,,0.1773,3,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5392,margin,national+caliper,national_fallback
prj_101,Sansone York Township Data Center,MI,pending,no,1000.0,0.4442,1,prj_83,Piney Reach Data Center Development,proposals_unopposed,MD,,0.4071,1.5371,margin,national+caliper,national_fallback
prj_101,Sansone York Township Data Center,MI,pending,no,1000.0,0.4442,2,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5711,margin,national+caliper,national_fallback
prj_101,Sansone York Township Data Center,MI,pending,no,1000.0,0.4442,3,atl_00023,Hewlett-Packard,atlas,GA,,0.4486,2.2044,margin,national+caliper,national_fallback
prj_102,Metrobloks Southfield Data Center,MI,pending,no,100.0,0.1059,1,atl_00659,Unknown,atlas,MI,,0.0420,0.7639,margin,state+tercile+caliper,in_state
prj_102,Metrobloks Southfield Data Center,MI,pending,no,100.0,0.1059,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5066,margin,national+caliper,national_fallback
prj_102,Metrobloks Southfield Data Center,MI,pending,no,100.0,0.1059,3,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5091,margin,national+caliper,national_fallback
prj_103,Benton Charter Township Data Center,MI,pending,no,,-0.0787,1,prj_204,Cologix Lewis Center Data Center,proposals_unopposed,OH,120.0,-0.0659,1.5128,margin,national+caliper,national_fallback
prj_103,Benton Charter Township Data Center,MI,pending,no,,-0.0787,2,prj_149,Brookhaven National Laboratory Data Center,proposals_unopposed,NY,,-0.0997,1.5210,margin,national+caliper,national_fallback
prj_103,Benton Charter Township Data Center,MI,pending,no,,-0.0787,3,prj_55,Project Morgan,proposals_unopposed,IA,,-0.0475,1.5312,margin,national+caliper,national_fallback
prj_105,Clinton Amazon Data Center,MS,advanced_confirmed,yes,,0.4609,1,prj_83,Piney Reach Data Center Development,proposals_unopposed,MD,,0.4071,1.5538,margin,national+caliper,national_fallback
prj_105,Clinton Amazon Data Center,MS,advanced_confirmed,yes,,0.4609,2,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5878,margin,national+caliper,national_fallback
prj_105,Clinton Amazon Data Center,MS,advanced_confirmed,yes,,0.4609,3,atl_00023,Hewlett-Packard,atlas,GA,,0.4486,2.2123,margin,national+caliper,national_fallback
prj_106,Ridgeland Amazon Data Center,MS,pending,no,,-0.1729,1,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,1.5071,margin,national+caliper,national_fallback
prj_106,Ridgeland Amazon Data Center,MS,pending,no,,-0.1729,2,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5421,margin,national+caliper,national_fallback
prj_106,Ridgeland Amazon Data Center,MS,pending,no,,-0.1729,3,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,1.5511,margin,national+caliper,national_fallback
prj_107,Project Steamboat,MS,pending,no,,-0.0396,1,prj_55,Project Morgan,proposals_unopposed,IA,,-0.0475,1.5079,margin,national+caliper,national_fallback
prj_107,Project Steamboat,MS,pending,no,,-0.0396,2,prj_63,COPT Defense Properties Data Center,proposals_unopposed,IA,1000.0,-0.0475,1.5079,margin,national+caliper,national_fallback
prj_107,Project Steamboat,MS,pending,no,,-0.0396,3,prj_132,Nottingham Data Center,proposals_unopposed,NH,,-0.0244,1.5152,margin,national+caliper,national_fallback
prj_108,Meridian Compass Data Center,MS,advanced_confirmed,yes,500.0,-0.2120,1,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5030,margin,national+caliper,national_fallback
prj_108,Meridian Compass Data Center,MS,advanced_confirmed,yes,500.0,-0.2120,2,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,1.5251,margin,national+caliper,national_fallback
prj_108,Meridian Compass Data Center,MS,advanced_confirmed,yes,500.0,-0.2120,3,prj_140,Andover Data Center,proposals_unopposed,NJ,,-0.2494,1.5374,margin,national+caliper,national_fallback
prj_109,Clarksdale Data Center,MS,pending,no,,0.3981,1,prj_83,Piney Reach Data Center Development,proposals_unopposed,MD,,0.4071,1.5090,margin,national+caliper,national_fallback
prj_109,Clarksdale Data Center,MS,pending,no,,0.3981,2,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5250,margin,national+caliper,national_fallback
prj_109,Clarksdale Data Center,MS,pending,no,,0.3981,3,prj_220,Morabito Slavic Village Data Center,proposals_unopposed,OH,,0.3147,1.5834,margin,national+caliper,national_fallback
prj_110,xAI MACROHARDRR,MS,advanced_confirmed,yes,,-0.2408,1,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,1.5037,margin,national+caliper,national_fallback
prj_110,xAI MACROHARDRR,MS,advanced_confirmed,yes,,-0.2408,2,prj_79,DeepGreen Eastport Subsea Data Center,proposals_unopposed,ME,51.0,-0.2349,1.5059,margin,national+caliper,national_fallback
prj_110,xAI MACROHARDRR,MS,advanced_confirmed,yes,,-0.2408,3,prj_140,Andover Data Center,proposals_unopposed,NJ,,-0.2494,1.5086,margin,national+caliper,national_fallback
prj_111,Project Taurus,MS,pending,no,450.0,-0.4713,1,prj_163,Forest City Data Center Campus,proposals_unopposed,NC,,-0.4781,1.5068,margin,national+caliper,national_fallback
prj_111,Project Taurus,MS,pending,no,450.0,-0.4713,2,prj_334,Google Buffalo Data Center,proposals_unopposed,WV,,-0.4633,1.5080,margin,national+caliper,national_fallback
prj_111,Project Taurus,MS,pending,no,450.0,-0.4713,3,prj_188,Aurum Capital Ventures Bismarck,proposals_unopposed,ND,,-0.4323,1.5390,margin,national+caliper,national_fallback
prj_112,Canton Amazon Data Center,MS,advanced_confirmed,yes,,-0.1729,1,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,1.5071,margin,national+caliper,national_fallback
prj_112,Canton Amazon Data Center,MS,advanced_confirmed,yes,,-0.1729,2,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5421,margin,national+caliper,national_fallback
prj_112,Canton Amazon Data Center,MS,advanced_confirmed,yes,,-0.1729,3,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,1.5511,margin,national+caliper,national_fallback
prj_113,Nebius Independence Hyperscale Campus,MO,advanced_confirmed,yes,800.0,0.1933,1,atl_00500,Carfax,atlas,MO,,0.0976,0.7957,margin,state+caliper,in_state
prj_113,Nebius Independence Hyperscale Campus,MO,advanced_confirmed,yes,800.0,0.1933,2,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5098,margin,national+caliper,national_fallback
prj_113,Nebius Independence Hyperscale Campus,MO,advanced_confirmed,yes,800.0,0.1933,3,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5232,margin,national+caliper,national_fallback
prj_114,Project Green,MO,advanced_confirmed,yes,,-0.6014,1,prj_127,Mo Lake Development Cross Creek Data Center,proposals_unopposed,MO,,-0.5430,0.0584,margin,state+tercile+caliper,in_state
prj_114,Project Green,MO,advanced_confirmed,yes,,-0.6014,2,atl_01216,CenturyLink,atlas,MO,,-0.6130,0.7116,margin,state+tercile+caliper,in_state
prj_114,Project Green,MO,advanced_confirmed,yes,,-0.6014,3,prj_206,Hannibal Data Center Campus,proposals_unopposed,OH,300.0,-0.5976,1.5038,margin,national+caliper,national_fallback
prj_116,Crusoe Warrenton AI Data Center,MO,advanced_confirmed,yes,,-0.4949,1,prj_127,Mo Lake Development Cross Creek Data Center,proposals_unopposed,MO,,-0.5430,0.0481,margin,state+tercile+caliper,in_state
prj_116,Crusoe Warrenton AI Data Center,MO,advanced_confirmed,yes,,-0.4949,2,prj_130,White Cloud Acres,proposals_unopposed,MO,600.0,-0.4374,0.0575,margin,state+tercile+caliper,in_state
prj_116,Crusoe Warrenton AI Data Center,MO,advanced_confirmed,yes,,-0.4949,3,prj_264,Klondike Data Center Project,proposals_unopposed,PA,218.0,-0.4792,1.5157,margin,national+caliper,national_fallback
prj_117,CRG Festus Data Center,MO,advanced_confirmed,yes,,-0.3674,1,prj_130,White Cloud Acres,proposals_unopposed,MO,600.0,-0.4374,0.0700,margin,state+tercile+caliper,in_state
prj_117,CRG Festus Data Center,MO,advanced_confirmed,yes,,-0.3674,2,prj_147,Ilion Data Center,proposals_unopposed,NY,,-0.3644,1.5030,margin,national+caliper,national_fallback
prj_117,CRG Festus Data Center,MO,advanced_confirmed,yes,,-0.3674,3,prj_285,Linde Clinton Data Center,proposals_unopposed,PA,,-0.3709,1.5035,margin,national+caliper,national_fallback
prj_118,Metrobloks Liberty Data Center Campus,MO,advanced_confirmed,yes,150.0,-0.0565,1,atl_00115,Unknown,atlas,MO,,-0.0314,0.7251,margin,state+caliper,in_state
prj_118,Metrobloks Liberty Data Center Campus,MO,advanced_confirmed,yes,150.0,-0.0565,2,atl_00116,Unknown,atlas,MO,,-0.0314,0.7251,margin,state+caliper,in_state
prj_118,Metrobloks Liberty Data Center Campus,MO,advanced_confirmed,yes,150.0,-0.0565,3,atl_00117,Black Rock Financial Management,atlas,MO,,-0.0314,0.7251,margin,state+caliper,in_state
prj_121,Meramec Valley Technology Park,MO,pending,no,,-0.4586,1,prj_130,White Cloud Acres,proposals_unopposed,MO,600.0,-0.4374,0.0212,margin,state+tercile+caliper,in_state
prj_121,Meramec Valley Technology Park,MO,pending,no,,-0.4586,2,prj_127,Mo Lake Development Cross Creek Data Center,proposals_unopposed,MO,,-0.5430,0.0844,margin,state+tercile+caliper,in_state
prj_121,Meramec Valley Technology Park,MO,pending,no,,-0.4586,3,prj_334,Google Buffalo Data Center,proposals_unopposed,WV,,-0.4633,1.5047,margin,national+caliper,national_fallback
prj_122,Gateway Digital Campus,MO,advanced_confirmed,yes,,-0.4586,1,prj_130,White Cloud Acres,proposals_unopposed,MO,600.0,-0.4374,0.0212,margin,state+tercile+caliper,in_state
prj_122,Gateway Digital Campus,MO,advanced_confirmed,yes,,-0.4586,2,prj_127,Mo Lake Development Cross Creek Data Center,proposals_unopposed,MO,,-0.5430,0.0844,margin,state+tercile+caliper,in_state
prj_122,Gateway Digital Campus,MO,advanced_confirmed,yes,,-0.4586,3,prj_334,Google Buffalo Data Center,proposals_unopposed,WV,,-0.4633,1.5047,margin,national+caliper,national_fallback
prj_124,Marshfield Webster Data Center,MO,advanced_confirmed,yes,,-0.6225,1,prj_127,Mo Lake Development Cross Creek Data Center,proposals_unopposed,MO,,-0.5430,0.0795,margin,state+tercile+caliper,in_state
prj_124,Marshfield Webster Data Center,MO,advanced_confirmed,yes,,-0.6225,2,atl_01216,CenturyLink,atlas,MO,,-0.6130,0.7095,margin,state+tercile+caliper,in_state
prj_124,Marshfield Webster Data Center,MO,advanced_confirmed,yes,,-0.6225,3,prj_206,Hannibal Data Center Campus,proposals_unopposed,OH,300.0,-0.5976,1.5249,margin,national+caliper,national_fallback
prj_125,Project Cumulus,MO,blocked_confirmed,yes,,-0.1697,1,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,1.5103,margin,national+caliper,national_fallback
prj_125,Project Cumulus,MO,blocked_confirmed,yes,,-0.1697,2,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5453,margin,national+caliper,national_fallback
prj_125,Project Cumulus,MO,blocked_confirmed,yes,,-0.1697,3,prj_308,Cumru Titus Data Center,proposals_unopposed,PA,200.0,-0.1218,1.5479,margin,national+caliper,national_fallback
prj_126,Wildwood Ranch AI Data Center,MO,advanced_confirmed,yes,200.0,-0.4677,1,prj_127,Mo Lake Development Cross Creek Data Center,proposals_unopposed,MO,,-0.5430,0.0753,margin,state+tercile+caliper,in_state
prj_126,Wildwood Ranch AI Data Center,MO,advanced_confirmed,yes,200.0,-0.4677,2,prj_130,White Cloud Acres,proposals_unopposed,MO,600.0,-0.4374,0.2537,margin+log_mw,state+tercile+caliper,in_state
prj_126,Wildwood Ranch AI Data Center,MO,advanced_confirmed,yes,200.0,-0.4677,3,prj_334,Google Buffalo Data Center,proposals_unopposed,WV,,-0.4633,1.5044,margin,national+caliper,national_fallback
prj_128,Armory Innovation Data Center,MO,advanced_confirmed,yes,120.0,0.2342,1,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5177,margin,national+caliper,national_fallback
prj_128,Armory Innovation Data Center,MO,advanced_confirmed,yes,120.0,0.2342,2,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5242,margin,national+caliper,national_fallback
prj_128,Armory Innovation Data Center,MO,advanced_confirmed,yes,120.0,0.2342,3,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5311,margin,national+caliper,national_fallback
prj_129,Oppidan Foristell Data Center Sites,MO,pending,no,,,1,prj_127,Mo Lake Development Cross Creek Data Center,proposals_unopposed,MO,,-0.5430,1.0000,no_shared_covariates,state,in_state
prj_129,Oppidan Foristell Data Center Sites,MO,pending,no,,,2,prj_130,White Cloud Acres,proposals_unopposed,MO,600.0,-0.4374,1.0000,no_shared_covariates,state,in_state
prj_129,Oppidan Foristell Data Center Sites,MO,pending,no,,,3,atl_00115,Unknown,atlas,MO,,-0.0314,1.7000,no_shared_covariates,state,in_state
prj_133,DataOne Vineland,NJ,advanced_confirmed,yes,300.0,-0.0375,1,atl_00378,Apollo Cable Landing Station,atlas,NJ,,-0.1139,0.7764,margin,state+tercile+caliper,in_state
prj_133,DataOne Vineland,NJ,advanced_confirmed,yes,300.0,-0.0375,2,atl_00440,NYSE Data Center,atlas,NJ,,0.0339,0.7714,margin,state+caliper,in_state
prj_133,DataOne Vineland,NJ,advanced_confirmed,yes,300.0,-0.0375,3,prj_55,Project Morgan,proposals_unopposed,IA,,-0.0475,1.5100,margin,national+caliper,national_fallback
prj_134,Princeton Nurseries Data Center,NJ,pending,no,,0.0804,1,atl_00440,NYSE Data Center,atlas,NJ,,0.0339,0.7465,margin,state+tercile+caliper,in_state
prj_134,Princeton Nurseries Data Center,NJ,pending,no,,0.0804,2,atl_00550,Goldman Sachs,atlas,NJ,,0.1392,0.7588,margin,state+tercile+caliper,in_state
prj_134,Princeton Nurseries Data Center,NJ,pending,no,,0.0804,3,atl_00660,Unknown,atlas,NJ,,0.1392,0.7588,margin,state+tercile+caliper,in_state
prj_135,Nutley Data Center,NJ,pending,no,,0.4491,1,prj_83,Piney Reach Data Center Development,proposals_unopposed,MD,,0.4071,1.5420,margin,national+caliper,national_fallback
prj_135,Nutley Data Center,NJ,pending,no,,0.4491,2,prj_10,Project Red Clay,proposals_unopposed,AL,,0.3731,1.5760,margin,national+caliper,national_fallback
prj_135,Nutley Data Center,NJ,pending,no,,0.4491,3,atl_00023,Hewlett-Packard,atlas,GA,,0.4486,2.2005,margin,national+caliper,national_fallback
prj_136,New Brunswick Data Center,NJ,blocked_confirmed,yes,,0.0804,1,atl_00440,NYSE Data Center,atlas,NJ,,0.0339,0.7465,margin,state+tercile+caliper,in_state
prj_136,New Brunswick Data Center,NJ,blocked_confirmed,yes,,0.0804,2,atl_00550,Goldman Sachs,atlas,NJ,,0.1392,0.7588,margin,state+tercile+caliper,in_state
prj_136,New Brunswick Data Center,NJ,blocked_confirmed,yes,,0.0804,3,atl_00660,Unknown,atlas,NJ,,0.1392,0.7588,margin,state+tercile+caliper,in_state
prj_137,East Greenwich Township Data Center,NJ,blocked_confirmed,yes,,-0.0280,1,atl_00440,NYSE Data Center,atlas,NJ,,0.0339,0.7619,margin,state+tercile+caliper,in_state
prj_137,East Greenwich Township Data Center,NJ,blocked_confirmed,yes,,-0.0280,2,atl_00378,Apollo Cable Landing Station,atlas,NJ,,-0.1139,0.7859,margin,state+caliper,in_state
prj_137,East Greenwich Township Data Center,NJ,blocked_confirmed,yes,,-0.0280,3,prj_132,Nottingham Data Center,proposals_unopposed,NH,,-0.0244,1.5036,margin,national+caliper,national_fallback
prj_138,CoreWeave Kenilworth,NJ,advanced_confirmed,yes,250.0,0.2421,1,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,1.5163,margin,national+caliper,national_fallback
prj_138,CoreWeave Kenilworth,NJ,advanced_confirmed,yes,250.0,0.2421,2,prj_29,Servpac Mililani Technology Park Data Center,proposals_unopposed,HI,,0.2165,1.5256,margin,national+caliper,national_fallback
prj_138,CoreWeave Kenilworth,NJ,advanced_confirmed,yes,250.0,0.2421,3,prj_249,McKees Rocks Industrial Site Data Center,proposals_unopposed,PA,,0.2031,1.5390,margin,national+caliper,national_fallback
prj_139,Monroe Township Data Center,NJ,blocked_confirmed,yes,,-0.0280,1,atl_00440,NYSE Data Center,atlas,NJ,,0.0339,0.7619,margin,state+tercile+caliper,in_state
prj_139,Monroe Township Data Center,NJ,blocked_confirmed,yes,,-0.0280,2,atl_00378,Apollo Cable Landing Station,atlas,NJ,,-0.1139,0.7859,margin,state+caliper,in_state
prj_139,Monroe Township Data Center,NJ,blocked_confirmed,yes,,-0.0280,3,prj_132,Nottingham Data Center,proposals_unopposed,NH,,-0.0244,1.5036,margin,national+caliper,national_fallback
prj_141,Millville Energy & Data Center Campus,NJ,blocked_confirmed,yes,,-0.0375,1,atl_00378,Apollo Cable Landing Station,atlas,NJ,,-0.1139,0.7764,margin,state+tercile+caliper,in_state
prj_141,Millville Energy & Data Center Campus,NJ,blocked_confirmed,yes,,-0.0375,2,atl_00440,NYSE Data Center,atlas,NJ,,0.0339,0.7714,margin,state+caliper,in_state
prj_141,Millville Energy & Data Center Campus,NJ,blocked_confirmed,yes,,-0.0375,3,prj_55,Project Morgan,proposals_unopposed,IA,,-0.0475,1.5100,margin,national+caliper,national_fallback
prj_142,Sugar Hill Portland Data Center,NY,pending,no,,-0.2198,1,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,0.0398,margin,state+tercile+caliper,in_state
prj_142,Sugar Hill Portland Data Center,NY,pending,no,,-0.2198,2,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5048,margin,national+caliper,national_fallback
prj_142,Sugar Hill Portland Data Center,NY,pending,no,,-0.2198,3,prj_79,DeepGreen Eastport Subsea Data Center,proposals_unopposed,ME,51.0,-0.2349,1.5151,margin,national+caliper,national_fallback
prj_146,STAMP Data Center,NY,pending,no,500.0,-0.3395,1,prj_147,Ilion Data Center,proposals_unopposed,NY,,-0.3644,0.0249,margin,state+tercile+caliper,in_state
prj_146,STAMP Data Center,NY,pending,no,500.0,-0.3395,2,prj_68,Project Pulse,proposals_unopposed,KY,,-0.3532,1.5137,margin,national+caliper,national_fallback
prj_146,STAMP Data Center,NY,pending,no,500.0,-0.3395,3,prj_48,Bristol Data Center,proposals_unopposed,IN,,-0.3238,1.5157,margin,national+caliper,national_fallback
prj_148,Niagara Digital Campus Data Center Development,NY,pending,no,,-0.1492,1,prj_143,Massena Petawatt Data Center Site Advertisement,proposals_unopposed,NY,200.0,-0.1800,0.0308,margin,state+tercile+caliper,in_state
prj_148,Niagara Digital Campus Data Center Development,NY,pending,no,,-0.1492,2,prj_149,Brookhaven National Laboratory Data Center,proposals_unopposed,NY,,-0.0997,0.0495,margin,state+tercile+caliper,in_state
prj_148,Niagara Digital Campus Data Center Development,NY,pending,no,,-0.1492,3,atl_00959,Unknown,atlas,NY,,-0.1182,0.7310,margin,state+tercile+caliper,in_state
prj_150,Cayuga Data Campus,NY,pending,no,138.0,0.5062,1,atl_01467,Dataverge,atlas,NY,,0.4398,0.7664,margin,state+tercile+caliper,in_state
